,gene_id,gene_name,gene_length,is_lnc,is_pc,is_mito,is_ribo,gc_content,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts
13126,ENSMUSG00000028931.13,Kcnab2,20903,False,True,False,False,53.01,922,0.002552697583757907,551,0.0030019719850453487,1574,0.008804281751791166,1399,0.005787427058079584
13129,ENSMUSG00000028932.9,Psmc2,5482,False,True,False,False,41.71,2078,0.006338149503505164,750,0.004209661864086581,500,0.002520184739360297,830,0.0033253724532611973
13131,ENSMUSG00000028933.12,Xrcc2,6259,False,True,False,False,45.21,134,0.0003463337329007407,134,0.0007048965416444744,384,0.0019824829860645007,352,0.001389124603873
13134,ENSMUSG00000028936.16,Rpl22,6352,False,False,False,False,51.14,18703,0.15794513560225037,2026,0.013003615922084778,782,0.00435772203540593,1838,0.008409355338535528
13136,ENSMUSG00000028937.15,Acot7,3349,False,True,False,False,50.919999999999995,1873,0.006745031091808132,189,0.000985869289013251,547,0.0029082651352172625,518,0.0020534885448557395
13138,ENSMUSG00000028943.19,Espn,14262,False,True,False,False,54.529999999999994,91,0.00043352264467994814,26,0.0001281630075717226,58,0.00028521571261777014,55,0.00020250665580757294
13141,ENSMUSG00000028944.15,Prkag2,8823,False,True,False,False,49.1,412,0.0010753299119435585,416,0.0022083472073896816,532,0.0026791574316390536,629,0.0024336326180383764
13144,ENSMUSG00000028945.10,Rheb,8616,False,True,False,False,43.12,2125,0.006386587787826945,715,0.003958265195388202,1135,0.006190583664031601,1232,0.005126615865444346
13146,ENSMUSG00000028948.17,Nol9,8839,False,False,False,False,49.38,570,0.0015258059561361304,905,0.0049737105630718505,778,0.00405847932052827,1115,0.004440935434376599
13149,ENSMUSG00000028949.14,Smarcd3,7206,False,False,False,False,53.78,3,7.265742648267288e-06,3,1.4788039335198764e-05,8,3.7405339359707556e-05,9,3.197473512751151e-05
13152,ENSMUSG00000028950.4,Tas1r1,2863,False,True,False,False,52.34,9,2.1797227944801863e-05,1,4.929346445066254e-06,3,1.4027002259890335e-05,4,1.4210993390005117e-05
13153,ENSMUSG00000028952.13,Zbtb48,6756,False,True,False,False,56.5,190,0.0004868047574339082,128,0.0006556030771938118,402,0.0020432666625240254,369,0.001389124603873
13157,ENSMUSG00000028953.11,Abcf2,2569,False,True,False,False,49.43,1599,0.004943126915037845,992,0.005525797364919271,1078,0.005713665587195329,1395,0.005577814905577009
13158,ENSMUSG00000028954.12,Nub1,6193,False,True,False,False,47.87,1804,0.00508844176800319,2101,0.012624056245814677,2429,0.014069083266670005,3013,0.01349333822380986
13160,ENSMUSG00000028955.4,Vamp3,3283,False,True,False,False,42.89000000000001,674,0.0017655754635289508,372,0.0019865266173617006,456,0.0022536716964223803,543,0.0020641467898982434
13162,ENSMUSG00000028957.13,Per3,12708,False,True,False,False,46.55,35,8.718891177920745e-05,81,0.00040420640849543285,84,0.0004114587329567831,110,0.00040501331161514587
13166,ENSMUSG00000028958.16,Tmub1,4354,False,True,False,False,56.95000000000001,906,0.00235652253225469,83,0.00041406510138556534,188,0.0009257821491527621,175,0.0006466001992452328
13167,ENSMUSG00000028959.15,Fastk,11683,False,True,False,False,55.65,673,0.0017631535493128616,285,0.0015083800121902739,1183,0.006400988697929956,1014,0.004035922122761454
13171,ENSMUSG00000028960.21,Ube4b,12520,False,True,False,False,47.25,1488,0.004117254167351462,2414,0.014329610115807601,3417,0.022027069215447788,3755,0.018186518790859047
13175,ENSMUSG00000028961.16,Pgd,7321,False,True,False,False,50.13,1034,0.002983798314221766,416,0.0021590537429390195,679,0.0035581829065921815,716,0.002842198678001023
13177,ENSMUSG00000028962.15,Slc4a2,11891,False,True,False,False,54.29,996,0.0026786371229945397,792,0.004470917225675093,1982,0.011759303561208063,1854,0.0080505277554379
13180,ENSMUSG00000028964.15,Park7,4015,False,True,False,False,50.89,9144,0.049862369880842305,593,0.003337167543309854,541,0.0028521571261777012,745,0.003066021823893604
13183,ENSMUSG00000028965.14,Tnfrsf9,4276,False,True,False,False,46.88,193,0.0006854017231532142,73,0.00037955967627010157,109,0.0006171880994351747,129,0.000522254007082688
13185,ENSMUSG00000028967.11,Errfi1,6154,False,True,False,False,43.79999999999999,666,0.0017994822625541983,312,0.001666119098432394,405,0.0020526179973639523,478,0.0018509818890481665
13187,ENSMUSG00000028969.11,Cdk5,2510,False,True,False,False,51.85,579,0.0015306497845683086,232,0.001202760532596166,673,0.0034506425559330226,588,0.0022204677171882995
13189,ENSMUSG00000028970.10,Abcb1b,9899,False,False,False,False,41.37,137,0.00036328713241336435,140,0.0007246139274247394,114,0.0005797827600754671,178,0.0006714694376777418
13193,ENSMUSG00000028971.5,Cort,677,False,True,False,False,50.92,14,3.3906799025247344e-05,2,9.858692890132509e-06,6,2.805400451978067e-05,5,1.7763741737506396e-05
13194,ENSMUSG00000028973.19,Abcb8,9745,False,True,False,False,50.99,283,0.0007483714927715307,216,0.0011337496823652384,338,0.0016972672734467305,358,0.001350044372050486
13197,ENSMUSG00000028974.14,Dffa,3692,False,True,False,False,49.19,534,0.0013611157894420718,246,0.0012914887686073585,544,0.0027492924429385053,520,0.0019753280812107115
13199,ENSMUSG00000028975.17,Pex14,6927,False,True,False,False,47.65,450,0.0011649407379388551,229,0.0011781138003708349,645,0.0033384265378538992,589,0.002238231458925806
13203,ENSMUSG00000028977.18,Casz1,15821,False,True,False,False,52.99,42,0.0001114080539400984,40,0.0002267499364730477,46,0.00022443203615824537,62,0.00023092864258758314
13205,ENSMUSG00000028979.18,Masp2,3986,False,True,False,False,48.15,55,0.00013804911031707848,35,0.0001725271255773189,63,0.0003039183822976239,65,0.00023092864258758314
13207,ENSMUSG00000028980.15,H6pd,5886,False,True,False,False,51.79,426,0.0011165024536170733,319,0.0016464017126521287,1816,0.01017892797326042,1479,0.006014802952319666
13209,ENSMUSG00000028982.10,Slc25a33,1887,False,True,False,False,45.94,52,0.00012836145345272208,11,5.9152157340795055e-05,29,0.00015897269227875711,25,0.00010302970207753709
13210,ENSMUSG00000028986.13,Klhl7,7560,False,True,False,False,40.61,152,0.00039719393143861174,290,0.0014985213193001413,261,0.0012998355427498377,382,0.0014317575840430156
13213,ENSMUSG00000028988.14,Ctnnbip1,3096,False,True,False,False,50.54,823,0.0023371472185259776,159,0.000833059549216197,77,0.00037872906101703904,165,0.0005968617223802149
13214,ENSMUSG00000028989.4,Angptl7,2157,False,True,False,False,49.7,51,0.00013078336766881118,20,0.00010844562179145758,10,5.610800903956134e-05,21,7.816046364502814e-05
13215,ENSMUSG00000028990.14,Lzic,3380,False,True,False,False,46.16,1299,0.003678887694239336,1157,0.006432797110811461,951,0.005138558494539825,1419,0.0058016380514695895
13217,ENSMUSG00000028991.16,Mtor,11528,False,False,False,False,48.05,604,0.001586353811538358,739,0.004007558659838865,2510,0.015892593560455748,2222,0.009965459114741088
13219,ENSMUSG00000028992.14,Nmnat1,4819,False,True,False,False,48.52,658,0.0017244029218554365,392,0.002075254853372893,417,0.0020900233367236597,554,0.002085463279983251
13220,ENSMUSG00000028995.15,Hycc1,12815,False,False,False,False,41.42,377,0.001009938228109153,475,0.0025090373405387235,618,0.0032682915265544476,741,0.0028670679164335324
13223,ENSMUSG00000028996.10,Rbp7,1101,False,False,False,False,46.16,24,6.781359805049469e-05,6,2.9576078670397527e-05,3,1.4027002259890335e-05,5,1.7763741737506396e-05
13226,ENSMUSG00000028998.7,Tomm7,1125,False,True,False,False,41.41,8234,0.04080683262688518,378,0.002149195050048887,76,0.00037405339359707556,292,0.0011475377162429132
13227,ENSMUSG00000028999.16,Rint1,12709,False,True,False,False,44.0,820,0.0021845666229123647,954,0.005200460499544898,1160,0.0062794213450109064,1411,0.005794532554774586
13230,ENSMUSG00000029001.16,Fbxo44,5503,False,True,False,False,52.83,239,0.0006054785540222739,238,0.001242195304156696,304,0.0014681595698685216,384,0.0014175465906530104
13232,ENSMUSG00000029003.12,Mad2l2,4219,False,False,False,False,50.36,652,0.0017655754635289508,31,0.00015773908624212014,76,0.00038340472843700245,73,0.00026645612606259595
13235,ENSMUSG00000029004.16,Kmt2e,12694,False,False,False,False,38.41,5807,0.02126682873147835,9608,0.08887118705809949,6925,0.05679533215029596,10241,0.07288107960064125
13239,ENSMUSG00000029005.5,Draxin,5200,False,True,False,False,50.62,3,7.265742648267288e-06,4,1.9717385780265017e-05,5,2.805400451978067e-05,6,2.4869238432508954e-05
13240,ENSMUSG00000029007.9,Agtrap,4359,False,True,False,False,53.21,2336,0.00699206634184922,2432,0.015039436003897141,1817,0.010309846661019396,2752,0.012480804944771995
13243,ENSMUSG00000029009.18,Mthfr,13111,False,True,False,False,52.0,76,0.00020101887993539497,117,0.000601380266298083,480,0.002501482069680443,413,0.0015809730146380695
13246,ENSMUSG00000029012.12,Orc5,7565,False,False,False,False,38.99,324,0.0008282946619024708,451,0.002326651522071272,639,0.003319723868174046,774,0.002980755863553573
13249,ENSMUSG00000029014.15,Dnajc2,7300,False,True,False,False,43.45,4305,0.018174044277532574,3393,0.023547487968081496,1439,0.00823852599397559,3289,0.016061975279053283
13251,ENSMUSG00000029016.14,Clcn6,7488,False,True,False,False,49.34,187,0.00047227327213737367,283,0.0014590865477396113,1001,0.005241423177779022,860,0.003318266956566195
13254,ENSMUSG00000029017.14,Pmpcb,6417,False,True,False,False,42.16,663,0.0017801069488254852,818,0.004465987879230026,993,0.005302206854238546,1212,0.0049063454678992665
13257,ENSMUSG00000029020.14,Mfn2,7500,False,True,False,False,49.32,381,0.0009857190859482619,266,0.0013604996188382862,790,0.004123938664407759,704,0.002735616227575985
13259,ENSMUSG00000029022.19,Miip,6335,False,True,False,False,52.05,839,0.002264489792043305,466,0.0024350971438627297,1582,0.009341983505086962,1413,0.006036119442404673
13261,ENSMUSG00000029027.10,Dffb,4474,False,True,False,False,52.029999999999994,277,0.0007023551226658379,382,0.0020062440031419653,300,0.0014681595698685216,421,0.001591631259680573
13265,ENSMUSG00000029028.15,Lrrc47,7442,False,True,False,False,55.21,1325,0.003688575351103693,862,0.004682879122812941,899,0.004787883438042567,1171,0.004725155302176702
13267,ENSMUSG00000029029.15,Wrap73,5148,False,True,False,False,51.87,640,0.0016347920958601396,175,0.0009168584387823232,367,0.0018422129634655974,359,0.0013642553654404912
13269,ENSMUSG00000029030.15,Tprg1l,3804,False,True,False,False,53.11,2330,0.0064132288442039255,349,0.001799211452449183,708,0.0035535072391722176,700,0.0026539030155834555
13271,ENSMUSG00000029033.17,Acap3,10451,False,True,False,False,54.51,255,0.000682979808937125,157,0.0007985541241007332,846,0.004409154377025529,693,0.0026503502672359544
13274,ENSMUSG00000029034.10,Ints11,4986,False,True,False,False,45.69,770,0.0020901119684848895,338,0.0017351299486633213,767,0.003936911967609221,730,0.0028031184461785093
13278,ENSMUSG00000029036.19,Atad3a,6215,False,True,False,False,48.69,708,0.0021773008802640974,524,0.0028343742059130962,615,0.0033103725333341193,749,0.003051810830503599
13281,ENSMUSG00000029038.10,Ssu72,3617,False,True,False,False,44.94,5152,0.017905211799546687,1122,0.006161683056332817,1044,0.005648206243315842,1472,0.005979275468844653
13283,ENSMUSG00000029047.14,Pex10,5789,False,True,False,False,54.06,201,0.0005037581569465319,175,0.0009119290923372569,281,0.0013793218888892161,320,0.0011688542063279209
13285,ENSMUSG00000029048.4,Rer1,2345,False,False,False,False,47.1,3512,0.01114080539400984,525,0.002809727473687765,658,0.00335245354011379,798,0.003112207552411121
13287,ENSMUSG00000029049.15,Morn1,5790,False,False,False,False,51.67,17,4.117254167351463e-05,25,0.00012323366112665637,59,0.00028521571261777014,56,0.00020250665580757294
13291,ENSMUSG00000029050.16,Ski,6390,False,False,False,False,50.9,1223,0.0034245867015499816,1610,0.009311535434730154,1895,0.010866251083995046,2283,0.010104016300293638
13293,ENSMUSG00000029053.17,Prkcz,8905,False,True,False,False,49.61,305,0.0007750125491485107,118,0.0006112389591882156,282,0.0014214028956688871,254,0.0009699002988678493
13295,ENSMUSG00000029054.9,Gabrd,3744,False,False,False,False,50.72,5,1.210957108044548e-05,1,4.929346445066254e-06,11,5.143234161959789e-05,5,1.7763741737506396e-05
13297,ENSMUSG00000029056.14,Pank4,6510,False,True,False,False,54.29,172,0.0004238349878155918,622,0.0033519555826450526,2223,0.013162003787197096,1922,0.00841646083523053
13300,ENSMUSG00000029059.10,Prxl2b,1419,False,False,False,False,56.31,186,0.0005521964412683139,4,1.9717385780265017e-05,6,2.805400451978067e-05,4,1.4210993390005117e-05
13302,ENSMUSG00000029060.18,Mib2,8736,False,False,False,False,53.07,216,0.0005521964412683139,123,0.0006063096127431493,830,0.0043343436983061135,659,0.0025260040750734094
13304,ENSMUSG00000029061.3,Mmp23,3555,False,True,False,False,57.84,16,4.6016370105692825e-05,9,4.4364118005596286e-05,6,2.805400451978067e-05,8,2.8421986780010234e-05
13306,ENSMUSG00000029062.15,Cdk11b,5425,False,False,False,False,44.18,4713,0.016871054429276642,6760,0.05594315280505692,5302,0.03932703866931253,7700,0.04843817096983244
13308,ENSMUSG00000029063.17,Nadk,6655,False,True,False,False,48.63,962,0.0026180892675923126,1067,0.005984226584310433,994,0.005260125847458875,1390,0.0056630808659170395
13310,ENSMUSG00000029064.16,Gnb1,9357,False,True,False,False,42.48,3852,0.013247870762007355,1385,0.0079756825481172,2319,0.013947515913750956,2459,0.010977992393778953
13312,ENSMUSG00000029066.13,Mrpl20,3043,False,False,False,False,45.96,5060,0.02075822674609964,289,0.0015231680515254726,182,0.0008696741401132006,322,0.0012043816898029338
13315,ENSMUSG00000029068.17,Ccnl2,9306,False,True,False,False,44.99,2831,0.00825146173421555,5847,0.042786727143175086,5156,0.03709206964257,6868,0.040128292585026946
13318,ENSMUSG00000029070.10,Mxra8,5972,False,True,False,False,55.21,4,9.687656864356384e-06,3,1.4788039335198764e-05,7,3.272967193974411e-05,8,2.8421986780010234e-05
13321,ENSMUSG00000029071.17,Dvl1,11364,False,True,False,False,56.38,214,0.000557040269700492,185,0.0009760105961231183,1132,0.0062700700101709795,951,0.003812098976868873
13324,ENSMUSG00000029072.4,Tas1r3,3523,False,True,False,False,54.77,9,2.421914216089096e-05,19,9.365758245625883e-05,76,0.00037405339359707556,67,0.00024158688763008696
13325,ENSMUSG00000029073.10,Cptp,3691,False,True,False,False,50.419999999999995,76,0.00019133122307103857,37,0.00018238581846745142,160,0.0007855121265538588,130,0.0004796210269126727
13327,ENSMUSG00000029075.7,Tnfrsf4,2031,False,True,False,False,53.03,732,0.003698263007968049,93,0.0004929346445066255,190,0.0009257821491527621,188,0.000699891424457752
13329,ENSMUSG00000029076.15,Sdf4,7984,False,True,False,False,46.63,3086,0.009355854616752177,1563,0.009089714844702173,2605,0.01600480957853487,2798,0.012875160011344635
13331,ENSMUSG00000029082.18,Bst1,5634,False,False,False,False,44.65,76,0.00020101887993539497,68,0.00034998359759970404,71,0.0003506750564972583,93,0.0003481693380551254
13334,ENSMUSG00000029084.6,Cd38,4151,False,True,False,False,42.41,32,0.00010172039707574202,42,0.00022182059002798143,32,0.00015897269227875711,49,0.00019184841076506906
13336,ENSMUSG00000029086.16,Prom1,11504,False,True,False,False,44.4,3,7.265742648267288e-06,7,3.4505425115463776e-05,17,7.948634613937856e-05,18,6.394947025502303e-05
13340,ENSMUSG00000029089.9,5730480H06Rik,13055,False,False,False,False,39.54,356,0.0009179054878977672,293,0.0015576734766409362,420,0.002155482680603148,485,0.0019149313593031896
13344,ENSMUSG00000029090.13,Adgra3,8873,False,True,False,False,43.51,83,0.0002228161078801968,75,0.0003943477156053003,139,0.0006779717758946995,146,0.0005435704971676957
13347,ENSMUSG00000029093.15,Sorcs2,10392,False,True,False,False,50.86,45,0.0001138299681561875,32,0.00016266843268718638,87,0.0004114587329567831,88,0.0003161946029276138
13350,ENSMUSG00000029094.13,Afap1,13295,False,True,False,False,48.96,633,0.0016662769806692981,1000,0.005634242986710729,1460,0.007986039953297563,1646,0.006899437290847485
13353,ENSMUSG00000029095.18,Ablim2,12165,False,True,False,False,51.8,14,3.8750627457425535e-05,8,4.4364118005596286e-05,34,0.00015897269227875711,27,9.592420538253453e-05
13356,ENSMUSG00000029097.12,Trmt44,6242,False,True,False,False,50.31,198,0.0004964924142982646,268,0.0013999343903988162,410,0.0020245639928441715,472,0.001783479670445642
13358,ENSMUSG00000029098.18,Acox3,14503,False,True,False,False,51.69,444,0.0011673626521549441,931,0.005126520302868904,1060,0.00584925994237427,1338,0.005506759938626983
13360,ENSMUSG00000029101.17,Rgs12,16860,False,True,False,False,49.81,588,0.001588775725754447,933,0.005225107231770229,798,0.004278235689266552,1119,0.0046754168253116835
13363,ENSMUSG00000029103.17,Lrpap1,5549,False,True,False,False,52.970000000000006,1020,0.002748872635261124,446,0.002361156947186736,793,0.004170695338607392,789,0.0031726042743186428
13366,ENSMUSG00000029104.16,Htt,27409,False,False,False,False,42.43,1196,0.0032865375912329033,1792,0.010662176360678307,3044,0.02057761231525912,3158,0.01576354441786318
13368,ENSMUSG00000029106.15,Add1,15653,False,True,False,False,44.62,2759,0.00852029421220144,1832,0.010805127407585229,2797,0.017131645426746063,3035,0.014004933985850041
13371,ENSMUSG00000029108.15,Pcdh7,23844,False,True,False,False,36.64,11,3.3906799025247344e-05,7,3.9434771560530034e-05,6,2.805400451978067e-05,7,2.4869238432508954e-05
13373,ENSMUSG00000029110.14,Rnf4,15863,False,True,False,False,42.54,1676,0.004909220116012598,2348,0.014418338351818792,2825,0.01787507654652025,3352,0.016356853391895892
13376,ENSMUSG00000029111.8,Nelfa,4334,False,True,False,False,43.85,1150,0.0032477869637754773,1095,0.006068025473876559,1525,0.008383471683994457,1775,0.007407480304540167
13378,ENSMUSG00000029119.10,Man2b2,4159,False,True,False,False,54.43,81,0.00020828462258366226,65,0.00033026621181943906,417,0.0020993746715635866,335,0.0012576729150154528
13379,ENSMUSG00000029121.17,Crmp1,9879,False,True,False,False,48.81,50,0.00013320528188490028,29,0.00014788039335198762,65,0.0003039183822976239,57,0.00020605940415507418
13381,ENSMUSG00000029125.15,Stx18,7063,False,True,False,False,44.59,412,0.001060798426647024,164,0.0008232008563260644,772,0.004039776650848416,653,0.0025260040750734094
13384,ENSMUSG00000029126.8,Nsg1,5651,False,True,False,False,51.63,74,0.00020828462258366226,49,0.0002661847080335777,12,5.610800903956134e-05,42,0.00016342642398505886
13386,ENSMUSG00000029127.16,Zbtb49,14373,False,False,False,False,49.13,92,0.00022523802209628593,105,0.000542228108957288,399,0.002010536990584281,357,0.0013287278819654785
13390,ENSMUSG00000029128.13,Rab28,5849,False,True,False,False,36.97,186,0.00047953901478564094,200,0.0010351627534639135,301,0.0015289432463280463,331,0.0012612256633629541
13392,ENSMUSG00000029130.13,Rnf32,10637,False,True,False,False,41.65,6,1.6953399512623672e-05,4,1.9717385780265017e-05,4,2.3378337099817223e-05,6,2.4869238432508954e-05
13396,ENSMUSG00000029131.15,Dnajb6,8836,False,True,False,False,44.169999999999995,4472,0.014839068401977889,3405,0.022403879592826127,2417,0.014209353289268908,3771,0.018200729784249053
13399,ENSMUSG00000029135.11,Fosl2,11608,False,True,False,False,50.63,273,0.0007604810638519761,189,0.000990798635458317,733,0.004572802736724249,629,0.002849304174696026
13401,ENSMUSG00000029136.10,Rbks,1516,False,False,False,False,43.45000000000001,435,0.001138299681561875,84,0.0004288531407207641,170,0.0008088904636536759,186,0.000675022186025243
13403,ENSMUSG00000029138.5,Ccdc121,4378,False,False,False,False,47.57,16,3.8750627457425535e-05,38,0.00019224451135758388,46,0.00021508070131831845,57,0.00020605940415507418
13405,ENSMUSG00000029141.17,Slc4a1ap,9734,False,False,False,False,42.47,1512,0.00434007027523166,2413,0.015083800121902738,1444,0.00803747229491716,2541,0.011539326632684154
13408,ENSMUSG00000029145.13,Eif2b4,5758,False,True,False,False,50.43,1694,0.004969767971414825,773,0.004199803171196448,691,0.0035862369111119624,948,0.003780124241741361
13411,ENSMUSG00000029146.15,Snx17,6884,False,True,False,False,50.8,1512,0.004216552650211116,743,0.004002629313393798,1164,0.0062700700101709795,1266,0.005115957620401842
13415,ENSMUSG00000029147.12,Ppm1g,7095,False,True,False,False,43.14000000000001,2819,0.009893519572723957,1529,0.008838318176003794,2224,0.013624894861773477,2464,0.011336819976876583
13417,ENSMUSG00000029148.16,Nrbp1,7959,False,True,False,False,47.82,1760,0.004916485858660865,1412,0.008039764051903061,2196,0.012708464047460642,2357,0.010295864711058708
13419,ENSMUSG00000029149.15,Krtcap3,5780,False,False,False,False,57.54,225,0.0005909470687257394,43,0.00022182059002798143,141,0.000673296108474736,121,0.00044054079509015865
13421,ENSMUSG00000029151.15,Slc30a3,3580,False,True,False,False,49.99,1,2.421914216089096e-06,1,4.929346445066254e-06,3,1.4027002259890335e-05,3,1.0658245042503838e-05
13423,ENSMUSG00000029152.14,Ociad1,8928,False,True,False,False,39.47,2662,0.008067396253792778,2285,0.013856392857081241,1853,0.010510900360077824,2676,0.011997631169511821
13426,ENSMUSG00000029153.12,Ociad2,5804,False,True,False,False,45.4,103,0.00030273927701113696,21,0.00010844562179145758,13,6.0783676459524786e-05,23,8.52659603400307e-05
13427,ENSMUSG00000029156.12,Sgcb,4249,False,True,False,False,45.03,325,0.0008428261471990053,301,0.0015921789017564,313,0.0015523215834278635,421,0.0016165004981130821
13429,ENSMUSG00000029158.10,Yipf7,1313,False,True,False,False,37.77,1,2.421914216089096e-06,1,4.929346445066254e-06,3,1.4027002259890335e-05,2,7.1054966950025584e-06
13430,ENSMUSG00000029162.16,Khk,3396,False,True,False,False,51.67,363,0.0009736095148678164,20,9.858692890132508e-05,76,0.00037872906101703904,61,0.00021671764919757805
13432,ENSMUSG00000029163.10,Emilin1,8156,False,True,False,False,56.53,272,0.0007193085221784615,228,0.0011781138003708349,559,0.00293164347231708,548,0.0021352017568482687
13434,ENSMUSG00000029165.18,Agbl5,13346,False,True,False,False,48.7,177,0.0004528979584086609,352,0.0018386462240097127,1272,0.0070509064693048745,1109,0.0045652816265391435
13438,ENSMUSG00000029166.15,Mapre3,5992,False,True,False,False,47.53,32,7.750125491485107e-05,24,0.0001281630075717226,59,0.00028521571261777014,55,0.00019540115911257036
13440,ENSMUSG00000029167.14,Ppargc1a,8415,False,True,False,False,38.96,7,2.1797227944801863e-05,3,1.4788039335198764e-05,5,2.3378337099817223e-05,6,2.4869238432508954e-05
13442,ENSMUSG00000029169.12,Dhx15,10581,False,True,False,False,36.26,3969,0.01398413268369844,6222,0.04895826889239804,7109,0.057281601561972165,8309,0.05328767246417169
13445,ENSMUSG00000029171.13,Pgm2,3575,False,True,False,False,43.83,123,0.0003148488480915824,95,0.0004978639909516917,249,0.0012577545359701667,231,0.0008775288418328159
13448,ENSMUSG00000029173.13,Sepsecs,10413,False,True,False,False,40.86,142,0.00036328713241336435,359,0.0018780809955702429,385,0.001902996639925122,496,0.0018722983791331742
13451,ENSMUSG00000029174.19,Tbc1d1,10582,False,True,False,False,45.35,1230,0.00353599475549008,989,0.0054912919398038065,1395,0.007953310281357819,1594,0.0067893020920749446
13455,ENSMUSG00000029175.18,Slc35f6,12115,False,True,False,False,51.75,336,0.0008888425173046982,261,0.0013703583117284188,441,0.002216266357062673,480,0.0018332181473106602
13458,ENSMUSG00000029176.14,Anapc4,8654,False,True,False,False,40.75,801,0.0021894104513445426,1654,0.0095530734105384,1597,0.008832335756310946,2129,0.009233592955155825
13461,ENSMUSG00000029177.10,Cenpa,9698,False,True,False,False,46.83,3473,0.021436362726604586,1791,0.012752219253386399,1675,0.011782681898307881,2233,0.012264087295574416
13464,ENSMUSG00000029179.15,Zcchc4,12271,False,False,False,False,43.74,377,0.0009711876006517276,794,0.004278672714317509,758,0.003988344309228818,1004,0.004064344109541464
13467,ENSMUSG00000029185.15,Fam114a1,3070,False,True,False,False,44.54,8,2.1797227944801863e-05,6,3.4505425115463776e-05,6,2.805400451978067e-05,8,2.8421986780010234e-05
13468,ENSMUSG00000029186.13,Pi4k2b,4742,False,True,False,False,41.47,151,0.00038992818879034447,254,0.0013604996188382862,166,0.0008229174659135662,288,0.0011333267228529082
13471,ENSMUSG00000029189.11,Sel1l3,11289,False,True,False,False,45.85,6,2.1797227944801863e-05,4,1.9717385780265017e-05,3,1.4027002259890335e-05,3,1.0658245042503838e-05
13474,ENSMUSG00000029190.20,D5Ertd579e,21056,False,True,False,False,43.589999999999996,719,0.0019326875444390986,1439,0.008098916209243856,1798,0.01005736062034137,2135,0.009063061034475763
13477,ENSMUSG00000029191.17,Rfc1,9057,False,True,False,False,42.93,3369,0.015066728338290265,3996,0.030808415281664087,1785,0.010842872746895228,3769,0.020783577832882483
13479,ENSMUSG00000029192.18,Tbc1d14,21360,False,True,False,False,46.98,500,0.0012908802771754882,531,0.0028245155130229636,1187,0.006358907691150285,1138,0.00452620139471663
13483,ENSMUSG00000029196.10,Tada2b,5112,False,True,False,False,50.25,435,0.0011479873384262313,268,0.0014344398155142798,423,0.002122753008663404,471,0.0017905851671406446
13484,ENSMUSG00000029198.4,Grpel1,3528,False,True,False,False,46.45,4156,0.014877819029435316,401,0.002134407010713688,541,0.0027820221148782496,645,0.002518898578378407
13485,ENSMUSG00000029199.12,Lias,6475,False,True,False,False,43.88,1816,0.005270085334209872,1329,0.007497535942945772,592,0.003039183822976239,1268,0.0052118818257843764
13487,ENSMUSG00000029201.15,Ugdh,8616,False,True,False,False,44.19,606,0.001620260610563605,710,0.003938547809607937,586,0.0029924271487766045,861,0.003421296658643732
13489,ENSMUSG00000029202.13,Pds5a,30311,False,True,False,False,39.160000000000004,3493,0.012971772541373196,7890,0.07445777805272577,7006,0.0653097225220494,9072,0.06983637426683265
13491,ENSMUSG00000029203.17,Ube2k,15737,False,True,False,False,39.86,4922,0.01799482262554198,3896,0.0267170577322591,1933,0.01109068312015329,3837,0.018886410215316802
13494,ENSMUSG00000029204.8,Rhoh,12471,False,True,False,False,44.95,9899,0.05261366443031952,10099,0.1003072708106532,7803,0.06840033868664523,10747,0.0825019221256747
13497,ENSMUSG00000029205.13,Chrna9,4597,False,True,False,False,45.32,3732,0.01215800936476726,971,0.0053138354677814215,1502,0.008070201966856906,1550,0.006434027257324816
13500,ENSMUSG00000029206.14,Nsun7,6948,False,True,False,False,42.68,9,2.1797227944801863e-05,7,3.4505425115463776e-05,1,9.351334839926889e-06,7,2.4869238432508954e-05
13502,ENSMUSG00000029208.17,Guf1,16123,False,False,False,False,36.82,414,0.001060798426647024,1202,0.006856720905087159,821,0.0043249923634661866,1338,0.005492548945236977
13505,ENSMUSG00000029209.16,Gnpda2,10581,False,False,False,False,38.39,656,0.0017389344071519707,470,0.0025188960334288557,389,0.00195442898154472,588,0.00227731169074832
13508,ENSMUSG00000029212.12,Gabrb1,13934,False,True,False,False,38.66,12,2.9062970593069153e-05,138,0.0006851791558642094,3,1.4027002259890335e-05,80,0.00028777261614760364
13509,ENSMUSG00000029213.12,Commd8,8139,False,True,False,False,42.03,834,0.0021651913091836517,869,0.004830759516164929,566,0.0028334544564978473,984,0.0038689429504288934
13513,ENSMUSG00000029217.17,Tec,6662,False,True,False,False,43.99,344,0.0009082178310334109,539,0.002888597016808825,696,0.0036002639133718524,833,0.0032614229830061742
13516,ENSMUSG00000029221.16,Slc30a9,19324,False,True,False,False,39.77,872,0.0023177719047972646,1796,0.010282616684408205,1449,0.00796733728361771,2134,0.009048850041085759
13520,ENSMUSG00000029223.13,Uchl1,2406,False,True,False,False,48.03,87,0.0002373475931767314,9,4.4364118005596286e-05,16,7.481067871941511e-05,16,5.684397356002047e-05
13522,ENSMUSG00000029227.16,Fip1l1,19939,False,True,False,False,38.87,3608,0.012400200786376171,5072,0.03801511978435095,4587,0.03267356393070455,6170,0.03563051317709033
