,gene_id,gene_name,gene_length,is_lnc,is_pc,is_mito,is_ribo,gc_content,10x_H1_n_cells,10x_H1_percent_counts,polyT_H1_n_cells,polyT_H1_percent_counts,randO_H1_n_cells,randO_H1_percent_counts,parse_H1_n_cells,parse_H1_percent_counts
27228,ENSG00000229291.3,LINC02768,7956,True,False,False,False,44.68,9.0,2.84577106562269e-05,13.0,4.719316720807553e-05,8.0,3.1890610104842774e-05,11.0,3.177808052872794e-05
27231,ENSG00000229294.1,DNAJC6-AS1,512,True,False,False,False,40.17,0.0,0.0,11.0,3.834444835656137e-05,6.0,2.391795757863208e-05,16.0,4.237077403830392e-05
27234,ENSG00000229299.3,ZBTB46-AS2,880,True,False,False,False,56.99,5.0,1.897180710415127e-05,21.0,6.489060491110386e-05,5.0,1.9931631315526734e-05,24.0,6.620433443484988e-05
27236,ENSG00000229301.2,LINC03075,7205,True,False,False,False,37.71,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
27239,ENSG00000229307.1,LINC00459,376,True,False,False,False,33.67,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
27242,ENSG00000229315.8,MCHR2-AS1,9378,True,False,False,False,36.9,5.0,1.580983925345939e-05,1.0,2.9495729505047207e-06,1.0,3.986326263105347e-06,3.0,7.944520132181985e-06
27247,ENSG00000229326.3,RPL17P15,542,False,False,False,True,49.31,0.0,0.0,7.0,2.0647010653533046e-05,3.0,1.5945305052421387e-05,7.0,2.118538701915196e-05
27248,ENSG00000229327.1,EPC1-AS1,265,True,False,False,False,40.3,0.0,0.0,166.0,0.0005161752663383262,83.0,0.00035478303741637583,167.0,0.00047931938130831307
27252,ENSG00000229334.3,TMEM44-AS2,998,True,False,False,False,47.84,60.0,0.00020552791029497208,15.0,4.424359425757081e-05,20.0,8.371285152521227e-05,28.0,7.414885456703187e-05
27253,ENSG00000229335.3,DANT1,15651,True,False,False,False,58.67,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27254,ENSG00000229336.1,SREK1IP1P1,442,False,False,False,False,34.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27255,ENSG00000229338.1,NME2P3,318,False,False,False,False,45.77,1.0,3.161967850691878e-06,0.0,0.0,0.0,0.0,0.0,0.0
27256,ENSG00000229339.1,RPL7AP83,514,False,False,False,True,48.83,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
27260,ENSG00000229344.1,MTCO2P12,682,False,False,True,False,45.31,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
27262,ENSG00000229348.1,HYI-AS1,545,True,False,False,False,41.02,17.0,6.007738916314568e-05,7.0,2.0647010653533046e-05,14.0,5.580856768347486e-05,14.0,3.707442728351593e-05
27263,ENSG00000229349.2,ACTG1P9,2658,False,False,False,False,50.15,0.0,0.0,1.0,2.9495729505047207e-06,1.0,3.986326263105347e-06,0.0,0.0
27266,ENSG00000229356.2,LRRC3-DT,1169,True,False,False,False,47.86,1.0,3.161967850691878e-06,0.0,0.0,0.0,0.0,0.0,0.0
27268,ENSG00000229358.3,DPY19L1P1,2594,False,False,False,False,38.96,0.0,0.0,1.0,2.9495729505047207e-06,2.0,7.972652526210693e-06,1.0,2.648173377393995e-06
27276,ENSG00000229372.1,SZT2-AS1,699,True,False,False,False,61.33,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,2.0,5.29634675478799e-06
27280,ENSG00000229380.2,PRKAR1B-AS2,593,True,False,False,False,60.09,0.0,0.0,0.0,0.0,3.0,1.195897878931604e-05,1.0,2.648173377393995e-06
27284,ENSG00000229385.2,CTNNA2-AS1,4238,True,False,False,False,38.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27286,ENSG00000229388.2,TAF12-DT,3929,True,False,False,False,47.93,60.0,0.00020868987814566398,96.0,0.00029495729505047205,83.0,0.00034681038489016517,111.0,0.0003177808052872794
27291,ENSG00000229400.1,CNIH3-AS1,837,True,False,False,False,47.21,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
27292,ENSG00000229404.7,LINC00858,18572,True,False,False,False,40.69,0.0,0.0,3.0,8.848718851514161e-06,0.0,0.0,2.0,5.29634675478799e-06
27297,ENSG00000229414.3,KCNQ1-AS1,4449,True,False,False,False,59.46,11.0,4.1105582058994414e-05,8.0,2.3596583604037766e-05,17.0,6.776754647279089e-05,15.0,3.9722600660909924e-05
27307,ENSG00000229431.2,MED8-AS1,4585,True,False,False,False,46.96999999999999,149.0,0.0005312105989162355,109.0,0.0003598478999615759,67.0,0.00028701549094358494,111.0,0.0003336698455516434
27309,ENSG00000229433.3,LINC02069,4677,True,False,False,False,50.15,0.0,0.0,2.0,5.899145901009441e-06,0.0,0.0,0.0,0.0
27310,ENSG00000229434.1,NRAL,495,True,False,False,False,41.22,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
27312,ENSG00000229437.3,LINC00366,3486,True,False,False,False,36.39,0.0,0.0,3.0,8.848718851514161e-06,5.0,1.9931631315526734e-05,5.0,1.3240866886969976e-05
27315,ENSG00000229442.2,THEMIS3P,1586,False,False,False,False,44.61,2.0,6.323935701383756e-06,2.0,5.899145901009441e-06,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
27316,ENSG00000229443.3,LINC00433,5008,True,False,False,False,35.12,11.0,3.478164635761066e-05,6.0,1.7697437703028322e-05,2.0,7.972652526210693e-06,4.0,1.059269350957598e-05
27317,ENSG00000229444.2,ST3GAL3-AS1,1952,True,False,False,False,43.8,0.0,0.0,24.0,7.373932376261801e-05,14.0,5.580856768347486e-05,20.0,5.561164092527389e-05
27318,ENSG00000229452.2,CPVL-AS1,449,True,False,False,False,41.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27320,ENSG00000229455.2,RPS10P18,495,False,False,False,True,53.84,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27321,ENSG00000229456.1,RLIMP1,1680,False,False,False,False,44.77,0.0,0.0,30.0,8.848718851514162e-05,33.0,0.00013952141920868714,36.0,0.00010063058834097181
27322,ENSG00000229457.1,LINC01789,1351,True,False,False,False,39.05,12.0,3.794361420830254e-05,5.0,1.4747864752523603e-05,0.0,0.0,2.0,5.29634675478799e-06
27326,ENSG00000229466.3,LINC02627,6047,True,False,False,False,38.33,6.0,1.897180710415127e-05,7.0,2.0647010653533046e-05,4.0,1.5945305052421387e-05,5.0,1.3240866886969976e-05
27334,ENSG00000229483.3,LINC00362,561,True,False,False,False,44.06,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
27335,ENSG00000229484.4,LINC02766,9266,True,False,False,False,47.53999999999999,44.0,0.00014861248898251827,33.0,0.00010028548031716051,67.0,0.0002830291646804796,56.0,0.0001535940558888517
27337,ENSG00000229487.1,ALG13-AS1,195,True,False,False,False,39.66,0.0,0.0,89.0,0.0002713607114464343,59.0,0.00024316590204942614,78.0,0.00020655752343673163
27345,ENSG00000229503.1,RPL21P37,477,False,False,False,True,41.93,0.0,0.0,1.0,2.9495729505047207e-06,2.0,7.972652526210693e-06,1.0,2.648173377393995e-06
27352,ENSG00000229522.2,LINC01523,4236,True,False,False,False,45.73,0.0,0.0,0.0,0.0,3.0,1.195897878931604e-05,1.0,2.648173377393995e-06
27354,ENSG00000229525.2,DNPEP-AS1,3040,True,False,False,False,46.2,4.0,1.2647871402767513e-05,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27357,ENSG00000229531.7,RABGAP1L-AS1,1167,True,False,False,False,39.87,0.0,0.0,44.0,0.00013862992867372186,33.0,0.00013154876668247642,47.0,0.00013240866886969976
27360,ENSG00000229536.4,LINC02572,18866,True,False,False,False,45.55,11.0,4.1105582058994414e-05,27.0,9.733590736665577e-05,12.0,5.580856768347486e-05,22.0,7.944520132181985e-05
27361,ENSG00000229537.8,LINC01739,9809,True,False,False,False,41.76,1.0,3.161967850691878e-06,0.0,0.0,5.0,1.9931631315526734e-05,3.0,7.944520132181985e-06
27362,ENSG00000229539.3,PANK2-AS1,4114,True,False,False,False,50.32,272.0,0.0009485903552075635,163.0,0.000527973558140345,122.0,0.0005102497616774844,166.0,0.00046607851442134307
27365,ENSG00000229546.2,LINC00428,4623,True,False,False,False,40.35,13.0,5.375345346176193e-05,19.0,5.899145901009441e-05,14.0,6.378122020968555e-05,20.0,5.561164092527389e-05
27371,ENSG00000229557.2,LINC00379,2119,True,False,False,False,37.57,2.0,6.323935701383756e-06,3.0,1.1798291802018883e-05,4.0,1.5945305052421387e-05,3.0,1.059269350957598e-05
27375,ENSG00000229563.8,LINC01204,9400,True,False,False,False,37.99,2.0,2.5295742805535025e-05,6.0,1.7697437703028322e-05,4.0,1.5945305052421387e-05,4.0,1.059269350957598e-05
27376,ENSG00000229565.3,LINC02264,2485,True,False,False,False,36.5,0.0,0.0,0.0,0.0,2.0,7.972652526210693e-06,2.0,5.29634675478799e-06
27377,ENSG00000229568.1,SMC4P1,527,False,False,False,False,41.16,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27380,ENSG00000229572.1,EIF4BP4,1780,False,False,False,False,46.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.648173377393995e-06
27382,ENSG00000229578.4,LINC00358,4559,True,False,False,False,33.26,26.0,8.221116411798883e-05,2.0,5.899145901009441e-06,4.0,1.5945305052421387e-05,2.0,5.29634675478799e-06
27384,ENSG00000229582.4,PBX3-DT,7294,True,False,False,False,44.64,1.0,3.161967850691878e-06,4.0,1.1798291802018883e-05,3.0,1.195897878931604e-05,6.0,1.588904026436397e-05
27385,ENSG00000229585.4,RPL21P44,472,False,False,False,True,43.86,0.0,0.0,86.0,0.00025956241964441543,3.0,1.195897878931604e-05,68.0,0.00018802030979497364
27387,ENSG00000229589.1,ACVR2B-AS1,2517,True,False,False,False,56.48,1.0,3.161967850691878e-06,2.0,5.899145901009441e-06,2.0,7.972652526210693e-06,4.0,1.059269350957598e-05
27392,ENSG00000229598.1,PRDX3P1,763,False,False,False,False,46.79,0.0,0.0,7.0,2.0647010653533046e-05,9.0,3.587693636794812e-05,8.0,2.118538701915196e-05
27393,ENSG00000229599.3,LINC00411,3399,True,False,False,False,39.72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.648173377393995e-06
27394,ENSG00000229604.2,MTATP8P2,202,False,False,True,False,39.11,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
27395,ENSG00000229605.5,RPL21P93,489,False,False,False,True,43.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27396,ENSG00000229606.3,LINC01718,4391,True,False,False,False,45.79,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
27398,ENSG00000229609.2,LINC01079,11848,True,False,False,False,45.7,1.0,3.161967850691878e-06,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
27400,ENSG00000229613.4,LINC01501,23086,True,False,False,False,39.08,1.0,3.161967850691878e-06,6.0,1.7697437703028322e-05,3.0,1.195897878931604e-05,3.0,7.944520132181985e-06
27401,ENSG00000229619.6,MBNL1-AS1,12801,True,False,False,False,37.38,0.0,0.0,177.0,0.0005722171523979158,190.0,0.0007932789263579639,239.0,0.0006779323846128627
27402,ENSG00000229621.3,LINC01822,11904,True,False,False,False,38.79,0.0,0.0,2.0,5.899145901009441e-06,1.0,3.986326263105347e-06,3.0,7.944520132181985e-06
27407,ENSG00000229630.2,LINC01264,1514,True,False,False,False,48.52,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27408,ENSG00000229636.2,KRT8P21,1491,False,False,False,False,57.08,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27410,ENSG00000229638.1,RPL4P4,1284,False,False,False,True,48.29,0.0,0.0,11.0,3.244530245555193e-05,4.0,1.5945305052421387e-05,5.0,1.3240866886969976e-05
27414,ENSG00000229644.6,NAMPTP1,2514,False,False,False,False,34.69,38.0,0.00012331674617698324,126.0,0.0003981923483181373,149.0,0.0006577438334123822,148.0,0.0004237077403830392
27415,ENSG00000229647.4,MYOSLID,22571,True,False,False,False,40.89,39.0,0.00013596461757975074,143.0,0.00046308295322924117,115.0,0.000518222414203695,161.0,0.00047667120793091914
27417,ENSG00000229649.2,LINC02681,2874,True,False,False,False,49.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27420,ENSG00000229654.2,LINC02526,1081,True,False,False,False,43.71,0.0,0.0,3.0,8.848718851514161e-06,0.0,0.0,1.0,2.648173377393995e-06
27421,ENSG00000229656.10,ITGB1-DT,18809,True,False,False,False,42.19,85.0,0.00029722497796503655,218.0,0.0007609898212302179,134.0,0.0006059215919920127,251.0,0.0007891556664634107
27424,ENSG00000229659.1,RPL26P6,438,False,False,False,True,42.01,13.0,4.1105582058994414e-05,22.0,6.489060491110386e-05,2.0,7.972652526210693e-06,12.0,3.177808052872794e-05
27426,ENSG00000229663.1,DPY19L4P1,2158,False,False,False,False,37.86,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
27427,ENSG00000229665.8,PRR20C,2061,False,True,False,False,50.22,2.0,6.323935701383756e-06,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
27428,ENSG00000229666.3,MAST4-AS1,3174,True,False,False,False,39.36,1.0,3.161967850691878e-06,17.0,5.604188605958969e-05,9.0,3.986326263105347e-05,19.0,5.29634675478799e-05
27433,ENSG00000229676.3,ZNF492,4246,False,True,False,False,39.02,38.0,0.0001264787140276751,31.0,9.733590736665577e-05,14.0,5.580856768347486e-05,34.0,9.268606820878983e-05
27440,ENSG00000229688.9,CRPPA-AS1,7961,True,False,False,False,35.97,0.0,0.0,9.0,2.6546156554542485e-05,8.0,3.1890610104842774e-05,13.0,3.4426253906121936e-05
27445,ENSG00000229696.1,KARS1P1,1752,False,False,False,False,45.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27446,ENSG00000229697.3,FAM242E,7150,True,False,False,False,48.52,0.0,0.0,40.0,0.00011798291802018882,8.0,3.1890610104842774e-05,25.0,6.620433443484988e-05
27461,ENSG00000229719.8,MIR194-2HG,9700,True,False,False,False,58.52,51.0,0.00016758429608666953,9.0,2.6546156554542485e-05,49.0,0.00021924794447079405,32.0,9.003789483139584e-05
27462,ENSG00000229723.2,LINC01054,2089,True,False,False,False,41.7,1.0,3.161967850691878e-06,0.0,0.0,2.0,7.972652526210693e-06,1.0,2.648173377393995e-06
27466,ENSG00000229739.5,PDC-AS1,11535,True,False,False,False,36.2,150.0,0.0005628302774231544,328.0,0.0012919129523210676,186.0,0.0008849644304093869,345.0,0.0012552341808847536
27468,ENSG00000229743.7,LINC01159,22288,True,False,False,False,53.120000000000005,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
27472,ENSG00000229752.1,RPL7P10,739,False,False,False,True,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27477,ENSG00000229758.2,DYNLT3P2,295,False,False,False,False,42.71,2.0,6.323935701383756e-06,2.0,5.899145901009441e-06,0.0,0.0,1.0,2.648173377393995e-06
27478,ENSG00000229759.1,MRPS18AP1,589,False,False,False,False,54.67,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
27482,ENSG00000229766.8,TMX4-AS1,10696,True,False,False,False,37.24,4.0,1.2647871402767513e-05,15.0,4.424359425757081e-05,9.0,4.384958889415881e-05,14.0,4.237077403830392e-05
27484,ENSG00000229769.2,TRBV10-2,395,False,False,False,False,52.5,0.0,0.0,0.0,0.0,5.0,1.9931631315526734e-05,4.0,1.059269350957598e-05
27486,ENSG00000229775.7,LINC02624,3337,True,False,False,False,36.11,0.0,0.0,0.0,0.0,3.0,1.195897878931604e-05,1.0,2.648173377393995e-06
27488,ENSG00000229780.2,UBE2Q1-AS1,443,True,False,False,False,44.08,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27489,ENSG00000229781.1,RRN3P4,1904,False,False,False,False,40.7,1.0,3.161967850691878e-06,0.0,0.0,0.0,0.0,0.0,0.0
27490,ENSG00000229782.2,SPNS2-AS1,5359,True,False,False,False,56.06,1.0,3.161967850691878e-06,0.0,0.0,0.0,0.0,0.0,0.0
27493,ENSG00000229788.1,LINC00388,663,True,False,False,False,52.76,1.0,3.161967850691878e-06,0.0,0.0,0.0,0.0,0.0,0.0
27498,ENSG00000229800.1,ATP8A2P2,1568,False,False,False,False,39.73,0.0,0.0,0.0,0.0,3.0,1.195897878931604e-05,0.0,0.0
27500,ENSG00000229805.2,LINC01813,830,True,False,False,False,39.15,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27502,ENSG00000229807.15,XIST,106888,True,False,False,False,39.77,3482.0,0.019332271439130144,8209.0,0.08934551424373849,7642.0,0.0920004238262083,8405.0,0.09030536034251263
27505,ENSG00000229815.1,CCNB1IP1P1,839,False,False,False,False,43.15,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
27516,ENSG00000229847.10,EMX2OS,17365,True,False,False,False,47.72,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27517,ENSG00000229849.1,PYHIN5P,723,False,False,False,False,35.92,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
27518,ENSG00000229851.1,ARSD-AS1,816,True,False,False,False,47.71,0.0,0.0,1.0,2.9495729505047207e-06,2.0,7.972652526210693e-06,1.0,2.648173377393995e-06
27519,ENSG00000229852.5,KHDC1-AS1,20173,True,False,False,False,45.59,1.0,3.161967850691878e-06,158.0,0.000507326547486812,110.0,0.00047835915157264157,176.0,0.000519041981969223
27521,ENSG00000229859.10,PGA3,6986,False,False,False,False,53.02,1.0,3.161967850691878e-06,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
27523,ENSG00000229862.6,EEF1A1-AS1,4526,True,False,False,False,44.79,15.0,5.69154213124538e-05,30.0,9.143676146564634e-05,28.0,0.00011560346163005506,33.0,9.003789483139584e-05
27527,ENSG00000229867.2,STEAP3-AS1,5806,True,False,False,False,48.87,2.0,6.323935701383756e-06,8.0,2.6546156554542485e-05,6.0,2.391795757863208e-05,4.0,1.3240866886969976e-05
27528,ENSG00000229869.2,LARP4B-DT,2493,True,False,False,False,48.36,27.0,8.85350998193726e-05,12.0,3.5394875406056645e-05,34.0,0.00013952141920868714,24.0,6.355616105745588e-05
27529,ENSG00000229870.1,RPL21P89,467,False,False,False,True,42.18,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27531,ENSG00000229873.3,OGFR-AS1,4403,True,False,False,False,60.75,3.0,9.485903552075634e-06,2.0,5.899145901009441e-06,3.0,1.5945305052421387e-05,5.0,1.3240866886969976e-05
27533,ENSG00000229876.2,CASC20,3812,True,False,False,False,37.49,0.0,0.0,4.0,1.1798291802018883e-05,3.0,1.195897878931604e-05,3.0,7.944520132181985e-06
27539,ENSG00000229891.5,LINC01315,6258,True,False,False,False,54.92,15.0,4.742951776037817e-05,2.0,8.848718851514161e-06,0.0,0.0,2.0,5.29634675478799e-06
27540,ENSG00000229893.3,TAX1BP1-AS1,2574,True,False,False,False,40.24,16.0,6.640132486452943e-05,21.0,8.553761556463689e-05,13.0,5.182224142036951e-05,22.0,6.885250781224387e-05
27541,ENSG00000229894.5,GK3,1898,False,True,False,False,44.31,0.0,0.0,4.0,1.1798291802018883e-05,3.0,1.195897878931604e-05,3.0,7.944520132181985e-06
27542,ENSG00000229897.2,SEPTIN7P7,1301,False,False,False,False,40.89,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27545,ENSG00000229901.1,FOXO6-AS1,394,True,False,False,False,47.6,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
27552,ENSG00000229918.2,DOCK9-AS1,1378,True,False,False,False,40.73,0.0,0.0,47.0,0.00014157950162422658,35.0,0.00014350774547179247,52.0,0.00014300136237927572
27555,ENSG00000229921.8,KIF25-AS1,10331,True,False,False,False,49.66,2.0,6.323935701383756e-06,2.0,5.899145901009441e-06,6.0,2.391795757863208e-05,4.0,1.059269350957598e-05
27556,ENSG00000229922.6,LINC02865,2003,True,False,False,False,40.17,128.0,0.0004932669847079329,85.0,0.0003038060139019862,56.0,0.00026708385962805823,93.0,0.00028600272475855145
27562,ENSG00000229931.4,ATXN1-AS1,26564,True,False,False,False,43.19,15.0,5.059148561107005e-05,341.0,0.0011119890023402797,267.0,0.0011799525738791826,391.0,0.001178437152940328
27563,ENSG00000229932.3,YWHAZP3,738,False,False,False,False,44.17,0.0,0.0,0.0,0.0,2.0,7.972652526210693e-06,0.0,0.0
27568,ENSG00000229941.7,PDE11A-AS1,3486,True,False,False,False,39.88,0.0,0.0,3.0,8.848718851514161e-06,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
27572,ENSG00000229948.2,B3GALNT1P1,975,False,False,False,False,43.09,0.0,0.0,1.0,2.9495729505047207e-06,1.0,3.986326263105347e-06,3.0,7.944520132181985e-06
27573,ENSG00000229950.2,TFAP2A-AS1,12670,True,False,False,False,47.26,0.0,0.0,4.0,1.4747864752523603e-05,8.0,3.1890610104842774e-05,7.0,1.8537213641757967e-05
27574,ENSG00000229951.7,FOSL2-AS1,3940,True,False,False,False,54.37,642.0,0.0022892647239009197,69.0,0.0002153188253868446,126.0,0.0005022771091512737,121.0,0.0003257253254194614
27575,ENSG00000229953.2,BCAN-AS2,6559,True,False,False,False,52.05,3.0,9.485903552075634e-06,1.0,2.9495729505047207e-06,5.0,2.790428384173743e-05,5.0,1.588904026436397e-05
27577,ENSG00000229956.12,ZRANB2-DT,25133,True,False,False,False,36.62,35.0,0.000129640681878367,102.0,0.0005161752663383262,70.0,0.00033485140610084907,106.0,0.00044224495402479715
27579,ENSG00000229965.1,RPS3AP7,781,False,False,False,True,43.15,3.0,9.485903552075634e-06,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
27585,ENSG00000229980.6,TOB1-AS1,20742,True,False,False,False,48.23,123.0,0.00040789385273925225,44.0,0.00013568035572321716,86.0,0.0003747146687319026,80.0,0.0002171502169463076
27586,ENSG00000229981.9,LINC01435,15206,True,False,False,False,37.02,39.0,0.00013596461757975074,29.0,9.143676146564634e-05,30.0,0.00012357611415626574,33.0,9.003789483139584e-05
27589,ENSG00000229989.7,MIR181A1HG,22825,True,False,False,False,35.2,1015.0,0.006251210440817843,2297.0,0.016877456422788012,1415.0,0.009822307912291574,2282.0,0.014602028002950488
27595,ENSG00000229999.6,SGSM3-AS1,1397,True,False,False,False,43.09,0.0,0.0,36.0,0.00010618462621816994,16.0,6.776754647279089e-05,32.0,8.474154807660784e-05
27598,ENSG00000230005.2,SNAP47-AS1,1708,True,False,False,False,51.5,0.0,0.0,1.0,2.9495729505047207e-06,1.0,3.986326263105347e-06,0.0,0.0
27603,ENSG00000230013.3,CT70,8926,True,False,False,False,43.15,23.0,7.27252605659132e-05,6.0,1.7697437703028322e-05,3.0,1.195897878931604e-05,7.0,2.118538701915196e-05
27604,ENSG00000230014.2,LINC00709,881,True,False,False,False,37.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27609,ENSG00000230020.1,NHS-AS1,366,True,False,False,False,45.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27615,ENSG00000230035.3,IGSF21-AS1,1655,True,False,False,False,48.99,0.0,0.0,2.0,5.899145901009441e-06,0.0,0.0,1.0,2.648173377393995e-06
27616,ENSG00000230037.1,UBBP1,473,False,False,False,False,53.7,5.0,1.580983925345939e-05,2.0,5.899145901009441e-06,0.0,0.0,1.0,2.648173377393995e-06
27617,ENSG00000230039.1,CCNYL5,995,False,False,False,False,45.03,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
27618,ENSG00000230040.3,LINC00364,2085,True,False,False,False,35.52,0.0,0.0,2.0,5.899145901009441e-06,3.0,1.195897878931604e-05,3.0,7.944520132181985e-06
27623,ENSG00000230046.1,BIRC6-AS1,697,True,False,False,False,36.77,0.0,0.0,13.0,3.834444835656137e-05,4.0,1.5945305052421387e-05,8.0,2.118538701915196e-05
27627,ENSG00000230054.3,TEX53,873,False,True,False,False,49.53,15.0,4.742951776037817e-05,2.0,5.899145901009441e-06,3.0,1.195897878931604e-05,3.0,7.944520132181985e-06
27630,ENSG00000230061.2,TRPM2-AS,2642,True,False,False,False,57.84,0.0,0.0,1.0,2.9495729505047207e-06,6.0,2.391795757863208e-05,3.0,7.944520132181985e-06
27632,ENSG00000230064.1,RPL21P81,476,False,False,False,True,46.43,0.0,0.0,2.0,5.899145901009441e-06,0.0,0.0,2.0,5.29634675478799e-06
27644,ENSG00000230082.2,PRRT3-AS1,1601,True,False,False,False,54.21,37.0,0.0001264787140276751,40.0,0.00011798291802018882,70.0,0.00031491977478532236,61.0,0.0001721312695306097
27645,ENSG00000230084.9,ZBTB47-AS1,8286,True,False,False,False,38.98,17.0,5.69154213124538e-05,823.0,0.002598573769394659,316.0,0.00137926888703445,752.0,0.002168853996085682
27649,ENSG00000230091.7,TMEM254-AS1,19254,True,False,False,False,42.87,109.0,0.00037311220638164164,114.0,0.0003893436294666231,65.0,0.00027505651215426895,115.0,0.00032837349879685535
27652,ENSG00000230099.2,TRBV5-4,544,False,False,False,False,55.56,1.0,6.323935701383756e-06,1.0,2.9495729505047207e-06,16.0,6.378122020968555e-05,8.0,2.118538701915196e-05
27654,ENSG00000230102.9,LINC02028,51898,True,False,False,False,45.79,3.0,9.485903552075634e-06,7.0,2.0647010653533046e-05,3.0,1.195897878931604e-05,7.0,1.8537213641757967e-05
27657,ENSG00000230109.2,LINC02643,1990,True,False,False,False,43.63,1.0,3.161967850691878e-06,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27659,ENSG00000230114.1,AGBL4-AS1,566,True,False,False,False,39.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27660,ENSG00000230115.1,TPRG1-AS2,479,True,False,False,False,40.02,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,0.0,0.0
27663,ENSG00000230123.1,DLEC1P1,576,False,False,False,False,51.15,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
27669,ENSG00000230131.7,LINC02641,21375,True,False,False,False,46.19,31.0,0.0001138308426249076,130.0,0.0005633684335464017,121.0,0.0007095660748327517,157.0,0.0006329134371971648
27670,ENSG00000230133.3,LINC01721,12325,True,False,False,False,42.02,5.0,1.580983925345939e-05,8.0,2.3596583604037766e-05,6.0,2.391795757863208e-05,8.0,2.3833560396545954e-05
27673,ENSG00000230137.1,SLC39A1P1,482,False,False,False,False,60.37,1.0,3.161967850691878e-06,0.0,0.0,0.0,0.0,0.0,0.0
27674,ENSG00000230138.2,LINC02812,1663,True,False,False,False,53.9,19.0,6.323935701383756e-05,5.0,2.0647010653533046e-05,4.0,1.5945305052421387e-05,7.0,1.8537213641757967e-05
27675,ENSG00000230140.7,NPAS2-AS1,3732,True,False,False,False,51.36,0.0,0.0,1.0,2.9495729505047207e-06,2.0,7.972652526210693e-06,3.0,7.944520132181985e-06
27679,ENSG00000230146.1,SEPHS1P4,1176,False,False,False,False,49.66,0.0,0.0,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
