,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo,is_oxphos,is_pseudo,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts
33374,ENSG00000236682.5,MAP3K2-DT,735.0,48.708920187793424,True,False,False,False,False,False,560.0,6.476916747247895e-06,137.0,3.330878393989039e-06,206.0,6.222473301458434e-06,240.0,4.578005301021509e-06
33382,ENSG00000236695.1,HNRNPA1P47,931.0,44.57572502685285,False,False,False,False,False,True,0.0,0.0,0.0,0.0,1.0,2.5819391292358646e-08,0.0,0.0
33384,ENSG00000236699.9,ARHGEF38,744.0,43.146603098927294,False,True,False,False,False,False,29.0,3.338616880024688e-07,52.0,1.2071639817141483e-06,26.0,6.971235648936835e-07,52.0,9.087426252964044e-07
33385,ENSG00000236700.9,LINC01010,1080.0,47.158849670242574,True,False,False,False,False,False,38.0,4.228914714697938e-07,38.0,9.165504305607422e-07,28.0,7.745817387707594e-07,44.0,8.23012188947687e-07
33386,ENSG00000236701.3,ENSG00000236701.3,1012.0,51.28458498023716,False,False,False,False,False,True,0.0,0.0,2.0,4.470977710052401e-08,0.0,0.0,1.0,1.714608726974348e-08
33387,ENSG00000236703.1,MYB-AS1,449.0,38.97550111358575,True,False,False,False,False,False,4.0,4.4514891733662504e-08,11.0,2.6825866260314406e-07,37.0,9.811368691096285e-07,22.0,3.7721391993435654e-07
33389,ENSG00000236708.2,SDK1-AS1,1526.5,47.91700921639047,True,False,False,False,False,False,84.0,9.681988952071595e-07,91.0,2.3472632977775107e-06,37.0,1.0069562604019872e-06,84.0,1.680316552434861e-06
33390,ENSG00000236709.1,DAPK1-IT1,702.0,39.6011396011396,True,False,False,False,False,False,4.0,4.4514891733662504e-08,9.0,2.2354888550262005e-07,2.0,5.163878258471729e-08,9.0,1.5431478542769132e-07
33391,ENSG00000236710.1,ENSG00000236710.1,730.0,49.04109589041096,False,False,False,False,False,True,1.0,1.1128722933415626e-08,1.0,2.2354888550262005e-08,6.0,1.549163477541519e-07,2.0,3.429217453948696e-08
33394,ENSG00000236713.1,ENSG00000236713.1,373.0,42.35924932975871,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,0.0,0.0,0.0,0.0
33397,ENSG00000236719.6,OVAAL,1501.0,44.04761904761904,True,False,False,False,False,False,2.0,2.2257445866831252e-08,3.0,6.706466565078602e-08,2.0,5.163878258471729e-08,2.0,3.429217453948696e-08
33398,ENSG00000236720.3,LINC01741,1412.0,44.80231742056229,True,False,False,False,False,False,2.0,2.2257445866831252e-08,122.0,2.9508452886345845e-06,93.0,2.5303003466511476e-06,141.0,2.674789614079983e-06
33399,ENSG00000236722.1,RPL27P9,367.0,45.23160762942779,False,False,False,True,False,True,2.0,2.2257445866831252e-08,2.0,6.706466565078602e-08,0.0,0.0,1.0,3.429217453948696e-08
33400,ENSG00000236723.2,ENSG00000236723.2,679.5,48.50470814096997,True,False,False,False,False,False,0.0,0.0,140.0,3.330878393989039e-06,77.0,2.1430094772657676e-06,152.0,2.829104399507674e-06
33401,ENSG00000236724.1,ENSG00000236724.1,243.0,48.971193415637856,True,False,False,False,False,False,0.0,0.0,0.0,0.0,2.0,7.745817387707595e-08,3.0,5.143826180923044e-08
33403,ENSG00000236732.1,RPL21P137,472.0,43.22033898305085,False,False,False,True,False,True,0.0,0.0,2.0,4.470977710052401e-08,2.0,5.163878258471729e-08,3.0,5.143826180923044e-08
33404,ENSG00000236733.2,ENSG00000236733.2,405.0,45.96237839984117,True,False,False,False,False,False,0.0,0.0,3.0,6.706466565078602e-08,4.0,1.0327756516943458e-07,6.0,1.0287652361846087e-07
33405,ENSG00000236735.3,RPL31P63,375.0,47.2,False,False,False,True,False,True,2.0,2.2257445866831252e-08,0.0,0.0,0.0,0.0,0.0,0.0
33406,ENSG00000236736.1,UQCRC2P1,1332.0,41.891891891891895,False,False,False,False,True,True,0.0,0.0,1.0,2.2354888550262005e-08,0.0,0.0,0.0,0.0
33408,ENSG00000236739.3,CLIC4P1,535.0,39.4392523364486,False,False,False,False,False,True,0.0,0.0,1.0,2.2354888550262005e-08,0.0,0.0,0.0,0.0
33411,ENSG00000236745.2,YRDCP2,642.0,53.426791277258566,False,False,False,False,False,True,0.0,0.0,0.0,0.0,3.0,7.745817387707595e-08,2.0,3.429217453948696e-08
33412,ENSG00000236747.3,LINC01282,880.0,49.20454545454545,True,False,False,False,False,False,1.0,1.1128722933415626e-08,1.0,2.2354888550262005e-08,1.0,2.5819391292358646e-08,2.0,3.429217453948696e-08
33413,ENSG00000236748.1,ENSG00000236748.1,583.0,40.480274442538594,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,0.0,0.0,0.0,0.0
33415,ENSG00000236751.5,LINC01186,580.0,47.32272069464544,True,False,False,False,False,False,6.0,6.677233760049375e-08,7.0,1.5648421985183402e-07,6.0,1.549163477541519e-07,6.0,1.0287652361846087e-07
33416,ENSG00000236753.8,MKLN1-AS,1918.0,44.900662251655625,True,False,False,False,False,False,64.0,7.122382677386001e-07,51.0,1.1848090931638862e-06,45.0,1.2135113907408564e-06,63.0,1.2002261088820436e-06
33417,ENSG00000236754.6,ENSG00000236754.6,1206.0,53.73134328358209,True,False,False,False,False,False,43.0,4.785350861368719e-07,10.0,2.2354888550262005e-07,25.0,7.229429561860422e-07,26.0,4.800904435528175e-07
33418,ENSG00000236756.5,DNAJC9-AS1,856.5,45.33749691299984,True,False,False,False,False,False,552.0,6.365629517913738e-06,233.0,5.968755242919955e-06,253.0,7.797456170292312e-06,327.0,6.755558384278931e-06
33419,ENSG00000236758.5,MTUS2-AS2,651.0,43.188854489164086,True,False,False,False,False,False,0.0,0.0,1.0,2.2354888550262005e-08,0.0,0.0,1.0,1.714608726974348e-08
33421,ENSG00000236762.1,RPL19P16,588.0,51.19047619047619,False,False,False,True,False,True,1.0,1.1128722933415626e-08,0.0,0.0,0.0,0.0,0.0,0.0
33425,ENSG00000236769.4,LINC02659,715.0,41.84849481167088,True,False,False,False,False,False,0.0,0.0,2.0,4.470977710052401e-08,0.0,0.0,0.0,0.0
33427,ENSG00000236772.1,ENSG00000236772.1,986.0,58.012170385395535,True,False,False,False,False,False,0.0,0.0,2.0,4.470977710052401e-08,17.0,4.38929651970097e-07,13.0,2.2289913450666522e-07
33429,ENSG00000236775.1,ENSG00000236775.1,1256.0,33.20063694267516,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,2.0,5.163878258471729e-08,1.0,1.714608726974348e-08
33430,ENSG00000236776.1,RPL21P23,460.0,43.04347826086957,False,False,False,True,False,True,2.0,2.2257445866831252e-08,0.0,0.0,0.0,0.0,0.0,0.0
33431,ENSG00000236777.1,ENSG00000236777.1,473.0,50.317124735729394,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,0.0,0.0,0.0,0.0
33432,ENSG00000236778.10,INTS6-AS1,763.0,45.0357349816496,True,False,False,False,False,False,446.0,5.119212549371188e-06,226.0,5.566367249015239e-06,180.0,5.189697649764088e-06,259.0,5.1266800936533005e-06
33433,ENSG00000236779.1,ENSG00000236779.1,848.0,56.95754716981132,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,3.0,7.745817387707595e-08,0.0,0.0
33434,ENSG00000236780.8,LINC01829,836.0,41.25802469135802,True,False,False,False,False,False,45.0,5.3417870080395e-07,78.0,1.7883910840209604e-06,56.0,1.4975246949568015e-06,87.0,1.5774400288164e-06
33435,ENSG00000236782.9,ZNF593OS,1207.0,63.27278739888692,False,True,False,False,False,False,24.0,2.67089350401975e-07,3.0,6.706466565078602e-08,4.0,1.0327756516943458e-07,2.0,3.429217453948696e-08
33439,ENSG00000236790.8,LINC00299,1095.0,50.12176288904728,True,False,False,False,False,False,461.0,5.831450817109788e-06,567.0,1.8889880824971394e-05,467.0,1.7273172774587936e-05,655.0,1.8174852505928087e-05
33442,ENSG00000236794.5,BCRP8,255.0,64.31372549019608,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,3.0,7.745817387707595e-08,2.0,3.429217453948696e-08
33443,ENSG00000236795.1,CNTNAP2-AS1,2145.0,44.05594405594406,True,False,False,False,False,False,0.0,0.0,1.0,2.2354888550262005e-08,0.0,0.0,1.0,1.714608726974348e-08
33444,ENSG00000236796.1,ENSG00000236796.1,1184.0,43.75,False,False,False,False,False,True,39.0,4.4514891733662506e-07,200.0,4.918075481057641e-06,141.0,3.976186259023232e-06,225.0,4.526567039212279e-06
33446,ENSG00000236799.1,LINC02626,344.0,45.05813953488372,True,False,False,False,False,False,2.0,2.2257445866831252e-08,2.0,4.470977710052401e-08,12.0,3.098326955083038e-07,8.0,1.3716869815794784e-07
33447,ENSG00000236800.1,ENSG00000236800.1,335.0,58.2089552238806,True,False,False,False,False,False,7.0,8.902978346732501e-08,1.0,2.2354888550262005e-08,0.0,0.0,1.0,1.714608726974348e-08
33448,ENSG00000236801.1,RPL24P8,474.0,47.25738396624472,False,False,False,True,False,True,31.0,3.449904109358844e-07,0.0,0.0,0.0,0.0,0.0,0.0
33450,ENSG00000236804.1,RPS3AP12,753.0,40.77025232403719,False,False,False,True,False,True,65.0,7.233669906720158e-07,13.0,3.1296843970366805e-07,3.0,7.745817387707595e-08,9.0,1.714608726974348e-07
33451,ENSG00000236806.1,RPL7AP15,795.0,50.06289308176101,False,False,False,True,False,True,12.0,1.335446752009875e-07,12.0,2.6825866260314406e-07,5.0,1.2909695646179324e-07,11.0,1.8860695996717827e-07
33452,ENSG00000236807.1,ENSG00000236807.1,317.0,55.5205047318612,False,False,False,False,False,True,18.0,2.0031701280148129e-07,6.0,1.3412933130157203e-07,0.0,0.0,5.0,8.57304363487174e-08
33453,ENSG00000236809.2,SNX25P1,834.0,45.68345323741007,False,False,False,False,False,True,30.0,3.449904109358844e-07,4.0,8.941955420104802e-08,1.0,2.5819391292358646e-08,4.0,6.858434907897392e-08
33454,ENSG00000236810.9,ELOA-AS1,821.0,47.43130227001195,True,False,False,False,False,False,1206.0,1.4489597259307146e-05,1016.0,3.064855220240921e-05,610.0,2.042313851225569e-05,1050.0,2.5461939595569066e-05
33455,ENSG00000236811.1,GAPDHP2,998.0,51.503006012024045,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,2.0,5.163878258471729e-08,1.0,1.714608726974348e-08
33459,ENSG00000236817.6,ENSG00000236817.6,687.5,40.69207227101964,True,False,False,False,False,False,2.0,2.2257445866831252e-08,6.0,1.3412933130157203e-07,5.0,1.2909695646179324e-07,6.0,1.0287652361846087e-07
33461,ENSG00000236819.3,LINC01563,813.0,46.34678298800437,True,False,False,False,False,False,332.0,3.8616668578952225e-06,57.0,1.4083579786665063e-06,22.0,6.196653910166076e-07,53.0,9.773269743753783e-07
33464,ENSG00000236824.2,BCYRN1,200.0,53.0,True,False,False,False,False,False,48.0,5.453074237373657e-07,78.0,1.8107459725712225e-06,4.0,1.0327756516943458e-07,52.0,9.087426252964044e-07
33466,ENSG00000236827.3,LINC00529,1148.0,52.71453590192644,True,False,False,False,False,False,77.0,8.569116658730033e-07,14.0,3.3532332825393006e-07,6.0,1.549163477541519e-07,12.0,2.2289913450666522e-07
33469,ENSG00000236830.9,CBR3-AS1,985.0,51.16713352007469,True,False,False,False,False,False,1094.0,1.3243180290764595e-05,1057.0,3.420297948190087e-05,959.0,3.6792632591611075e-05,1310.0,3.478941107030952e-05
33472,ENSG00000236833.2,ENSG00000236833.2,493.0,62.06896551724138,True,False,False,False,False,False,6.0,6.677233760049375e-08,5.0,1.1177444275131003e-07,6.0,1.549163477541519e-07,7.0,1.2002261088820436e-07
33474,ENSG00000236836.1,PCYT1B-AS1,275.0,44.0,True,False,False,False,False,False,0.0,0.0,2.0,4.470977710052401e-08,0.0,0.0,1.0,1.714608726974348e-08
33475,ENSG00000236837.1,ENSG00000236837.1,639.0,36.93270735524257,True,False,False,False,False,False,0.0,0.0,1.0,2.2354888550262005e-08,0.0,0.0,0.0,0.0
33476,ENSG00000236838.3,ENSG00000236838.3,624.0,53.0448717948718,True,False,False,False,False,False,1.0,1.1128722933415626e-08,4.0,8.941955420104802e-08,2.0,5.163878258471729e-08,4.0,6.858434907897392e-08
33477,ENSG00000236841.9,ENSG00000236841.9,925.5,40.96929202447623,True,False,False,False,False,False,3.0,3.3386168800246877e-08,1.0,2.2354888550262005e-08,1.0,2.5819391292358646e-08,2.0,3.429217453948696e-08
33479,ENSG00000236844.1,RPL24P6,474.0,48.10126582278481,False,False,False,True,False,True,16.0,1.7805956693465002e-07,0.0,0.0,0.0,0.0,0.0,0.0
33480,ENSG00000236846.2,ENSG00000236846.2,1028.0,48.72331862543934,True,False,False,False,False,False,1.0,1.1128722933415626e-08,0.0,0.0,0.0,0.0,0.0,0.0
33481,ENSG00000236847.1,ENSG00000236847.1,693.0,43.290043290043286,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,1.0,2.5819391292358646e-08,0.0,0.0
33483,ENSG00000236849.7,LINC01474,596.0,40.55039873647144,True,False,False,False,False,False,0.0,0.0,13.0,2.906135511534061e-07,0.0,0.0,4.0,6.858434907897392e-08
33484,ENSG00000236852.1,SSBL2P,1077.0,35.840297121634165,False,False,False,False,False,True,2.0,2.2257445866831252e-08,1.0,2.2354888550262005e-08,0.0,0.0,1.0,1.714608726974348e-08
33486,ENSG00000236854.3,ENSG00000236854.3,917.0,47.55512758255343,True,False,False,False,False,False,20.0,2.2257445866831253e-07,2.0,4.470977710052401e-08,3.0,7.745817387707595e-08,4.0,6.858434907897392e-08
33488,ENSG00000236858.2,ENSG00000236858.2,1791.5,45.73463071758288,True,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.5819391292358646e-08,2.0,3.429217453948696e-08
33489,ENSG00000236859.9,NIFK-AS1,1232.5,45.205450457923135,True,False,False,False,False,False,2380.0,3.061511678982639e-05,1412.0,4.918075481057641e-05,869.0,3.204186459381708e-05,1510.0,4.1973621636332036e-05
33491,ENSG00000236861.7,BET1-AS1,806.0,40.71511153427639,True,False,False,False,False,False,47.0,5.564361466707813e-07,45.0,1.0283248733120523e-06,21.0,5.938459997242489e-07,50.0,8.744504507569174e-07
33492,ENSG00000236862.1,RPS20P24,361.0,42.65927977839335,False,False,False,True,False,True,2.0,2.2257445866831252e-08,0.0,0.0,0.0,0.0,0.0,0.0
33493,ENSG00000236863.2,RPL23AP23,471.0,48.19532908704883,False,False,False,True,False,True,0.0,0.0,1.0,2.2354888550262005e-08,0.0,0.0,1.0,1.714608726974348e-08
33494,ENSG00000236864.1,ENSG00000236864.1,153.0,43.790849673202615,True,False,False,False,False,False,2.0,2.2257445866831252e-08,2.0,4.470977710052401e-08,0.0,0.0,1.0,1.714608726974348e-08
33495,ENSG00000236866.6,TENT5C-DT,476.5,50.02188123007245,True,False,False,False,False,False,2.0,2.2257445866831252e-08,1.0,2.2354888550262005e-08,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
33496,ENSG00000236867.1,ENSG00000236867.1,465.0,49.67741935483871,False,False,False,False,False,True,0.0,0.0,1.0,2.2354888550262005e-08,2.0,5.163878258471729e-08,2.0,3.429217453948696e-08
33497,ENSG00000236869.5,ZKSCAN7-AS1,870.0,48.48323691712652,True,False,False,False,False,False,164.0,1.9141403445474876e-06,786.0,2.4657442070938993e-05,570.0,1.9958389468993234e-05,858.0,2.1964137792541397e-05
33501,ENSG00000236874.2,ENSG00000236874.2,807.0,57.99256505576208,True,False,False,False,False,False,0.0,0.0,2.0,4.470977710052401e-08,0.0,0.0,1.0,1.714608726974348e-08
33503,ENSG00000236876.3,TMSB4XP1,135.0,42.96296296296296,False,False,False,False,False,True,0.0,0.0,1.0,2.2354888550262005e-08,1.0,2.5819391292358646e-08,0.0,0.0
33504,ENSG00000236877.2,SETD6P1,317.0,38.801261829652994,False,False,False,False,False,True,0.0,0.0,2.0,4.470977710052401e-08,1.0,2.5819391292358646e-08,2.0,3.429217453948696e-08
33507,ENSG00000236882.10,LINC01554,1611.0,47.443365695792885,True,False,False,False,False,False,3.0,3.3386168800246877e-08,0.0,0.0,0.0,0.0,1.0,1.714608726974348e-08
33509,ENSG00000236885.2,ENSG00000236885.2,1005.5,38.12100754936121,True,False,False,False,False,False,3.0,3.3386168800246877e-08,9.0,2.0119399695235803e-07,5.0,1.2909695646179324e-07,10.0,1.8860695996717827e-07
33510,ENSG00000236887.1,ENSG00000236887.1,434.0,61.52073732718893,False,False,False,False,False,True,2.0,2.2257445866831252e-08,0.0,0.0,0.0,0.0,0.0,0.0
33511,ENSG00000236888.1,RPS20P5,360.0,41.94444444444444,False,False,False,True,False,True,0.0,0.0,0.0,0.0,2.0,5.163878258471729e-08,2.0,3.429217453948696e-08
33512,ENSG00000236889.1,ENSG00000236889.1,271.0,41.69741697416974,True,False,False,False,False,False,2.0,2.2257445866831252e-08,14.0,3.1296843970366805e-07,21.0,5.422072171395316e-07,24.0,4.115060944738435e-07
33514,ENSG00000236892.3,ENSG00000236892.3,553.5,40.09486258192524,True,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.5819391292358646e-08,0.0,0.0
33516,ENSG00000236894.4,LINC03028,1061.0,39.491046182846375,False,False,False,False,False,True,1.0,1.1128722933415626e-08,20.0,4.694526595555021e-07,31.0,8.004011300631181e-07,23.0,4.115060944738435e-07
33517,ENSG00000236896.2,ENSG00000236896.2,431.0,43.1554524361949,True,False,False,False,False,False,2.0,2.2257445866831252e-08,8.0,2.0119399695235803e-07,3.0,7.745817387707595e-08,5.0,1.2002261088820436e-07
33519,ENSG00000236900.1,TIMM9P1,256.0,38.28125,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,0.0,0.0,0.0,0.0
33520,ENSG00000236901.6,MIR600HG,5980.5,53.9837844312288,True,False,False,False,False,False,12.0,1.335446752009875e-07,90.0,2.0566497466241046e-06,909.0,3.4675442505637665e-05,662.0,1.4677050702900419e-05
33521,ENSG00000236905.2,ENSG00000236905.2,479.0,56.36743215031316,False,False,False,False,False,True,0.0,0.0,3.0,6.706466565078602e-08,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
33523,ENSG00000236908.3,LINC02827,914.0,52.79025016035921,True,False,False,False,False,False,0.0,0.0,17.0,4.0238799390471607e-07,25.0,7.229429561860422e-07,19.0,3.429217453948696e-07
33524,ENSG00000236909.1,OR2P1P,776.0,44.84536082474227,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,0.0,0.0,0.0,0.0
33525,ENSG00000236911.6,CR1-AS1,638.0,43.070201348889874,True,False,False,False,False,False,0.0,0.0,1.0,2.2354888550262005e-08,2.0,5.163878258471729e-08,4.0,6.858434907897392e-08
33526,ENSG00000236913.1,RPS13P3,450.0,43.77777777777778,False,False,False,True,False,True,3.0,3.3386168800246877e-08,0.0,0.0,0.0,0.0,0.0,0.0
33527,ENSG00000236914.5,LINC01852,1306.0,47.94526901669759,True,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
33528,ENSG00000236915.3,CLCA4-AS1,2410.0,44.32882414151925,True,False,False,False,False,False,231.0,2.6375073352195037e-06,150.0,4.023879939047161e-06,130.0,3.7696311286843625e-06,184.0,3.754993112073822e-06
33529,ENSG00000236917.1,DNAJA1P2,1197.0,37.761069340016704,False,False,False,False,False,True,9.0,1.0015850640074064e-07,5.0,1.1177444275131003e-07,2.0,5.163878258471729e-08,5.0,8.57304363487174e-08
33530,ENSG00000236919.3,PHKG1P3,490.0,59.18367346938776,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.429217453948696e-08
33531,ENSG00000236920.2,ENSG00000236920.2,771.0,31.25810635538262,True,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
33533,ENSG00000236922.11,LINC01378,1079.0,38.582677165354326,True,False,False,False,False,False,1.0,1.1128722933415626e-08,12.0,2.6825866260314406e-07,20.0,5.16387825847173e-07,21.0,3.6006783266461306e-07
33534,ENSG00000236924.4,LINC02851,754.0,50.698591109550016,True,False,False,False,False,False,190.0,2.1701009720160474e-06,108.0,2.6825866260314405e-06,100.0,2.8401330421594513e-06,145.0,2.674789614079983e-06
33535,ENSG00000236928.3,ENSG00000236928.3,521.0,47.79270633397313,False,False,False,False,False,True,7.0,7.790106053390939e-08,22.0,4.918075481057641e-07,6.0,1.549163477541519e-07,19.0,3.429217453948696e-07
33539,ENSG00000236935.4,ENSG00000236935.4,808.5,51.74746285256332,True,False,False,False,False,False,303.0,3.5611913386930004e-06,110.0,2.5037475176293444e-06,67.0,1.8589961730498226e-06,126.0,2.2804296068758827e-06
33540,ENSG00000236936.2,ENSG00000236936.2,640.0,49.983496793662766,True,False,False,False,False,False,0.0,0.0,0.0,0.0,2.0,5.163878258471729e-08,1.0,1.714608726974348e-08
33542,ENSG00000236939.5,BAALC-AS2,575.0,56.173913043478265,True,False,False,False,False,False,14.0,1.669308440012344e-07,5.0,1.1177444275131003e-07,9.0,2.3237452163122782e-07,9.0,1.5431478542769132e-07
33543,ENSG00000236940.1,ENSG00000236940.1,462.0,44.37229437229438,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,0.0,0.0,0.0,0.0
33545,ENSG00000236942.1,ENSG00000236942.1,353.0,48.44192634560906,False,False,False,False,False,True,1.0,1.1128722933415626e-08,1.0,2.2354888550262005e-08,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
33550,ENSG00000236953.1,ZDHHC20-IT1,440.0,52.5,True,False,False,False,False,False,2.0,2.2257445866831252e-08,0.0,0.0,16.0,4.1311026067773834e-07,11.0,1.8860695996717827e-07
33554,ENSG00000236959.1,SULT1D1P,882.0,39.795918367346935,False,False,False,False,False,True,1.0,1.1128722933415626e-08,1.0,2.2354888550262005e-08,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
33556,ENSG00000236961.2,ENSG00000236961.2,514.5,50.48237476808906,True,False,False,False,False,False,2.0,2.2257445866831252e-08,4.0,8.941955420104802e-08,7.0,2.0655513033886917e-07,7.0,1.2002261088820436e-07
33557,ENSG00000236963.10,LINC01141,1268.0,51.7579721995094,True,False,False,False,False,False,1.0,1.1128722933415626e-08,5.0,1.1177444275131003e-07,4.0,1.0327756516943458e-07,5.0,8.57304363487174e-08
33560,ENSG00000236968.2,ENSG00000236968.2,609.0,44.006568144499184,True,False,False,False,False,False,2.0,2.2257445866831252e-08,0.0,0.0,0.0,0.0,0.0,0.0
33562,ENSG00000236972.2,FABP5P1,411.0,44.28223844282238,False,False,False,False,False,True,2.0,2.2257445866831252e-08,0.0,0.0,0.0,0.0,0.0,0.0
33563,ENSG00000236973.2,GAPDHP51,1000.0,50.2,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,1.0,2.5819391292358646e-08,0.0,0.0
33564,ENSG00000236975.3,LINC02814,658.0,51.33720314309407,True,False,False,False,False,False,22.0,2.5596062746855943e-07,50.0,1.1624542046136243e-06,21.0,5.680266084318902e-07,54.0,9.430347998358913e-07
33565,ENSG00000236976.1,RPL6P20,864.0,45.37037037037037,False,False,False,True,False,True,3.0,3.3386168800246877e-08,0.0,0.0,0.0,0.0,0.0,0.0
33566,ENSG00000236977.2,ANKRD44-IT1,534.5,44.1882664259481,True,False,False,False,False,False,17.0,1.8918828986806565e-07,68.0,1.5648421985183403e-06,51.0,1.316788955910291e-06,66.0,1.148787847072813e-06
33567,ENSG00000236978.1,ENSG00000236978.1,276.0,55.072463768115945,False,False,False,False,False,True,1.0,1.1128722933415626e-08,1.0,2.2354888550262005e-08,0.0,0.0,1.0,1.714608726974348e-08
33568,ENSG00000236980.10,CIMIP7,669.0,56.95067264573991,False,True,False,False,False,False,1.0,1.1128722933415626e-08,1.0,2.2354888550262005e-08,2.0,5.163878258471729e-08,2.0,3.429217453948696e-08
33572,ENSG00000236986.6,ENSG00000236986.6,850.5,41.70110506289938,True,False,False,False,False,False,91.0,1.0349712328076532e-06,164.0,4.023879939047161e-06,152.0,4.440935302285688e-06,217.0,4.115060944738435e-06
33573,ENSG00000236987.2,NDUFA5P8,346.0,41.90751445086705,False,False,False,False,True,True,0.0,0.0,3.0,6.706466565078602e-08,0.0,0.0,1.0,1.714608726974348e-08
33575,ENSG00000236989.6,ENSG00000236989.6,917.5,48.340024040360575,True,False,False,False,False,False,0.0,0.0,3.0,6.706466565078602e-08,0.0,0.0,3.0,5.143826180923044e-08
33576,ENSG00000236990.2,ENSG00000236990.2,1471.0,41.81511861478397,True,False,False,False,False,False,1.0,1.1128722933415626e-08,5.0,1.1177444275131003e-07,3.0,7.745817387707595e-08,7.0,1.2002261088820436e-07
33577,ENSG00000236991.7,EDRF1-AS1,534.0,47.207207207207205,True,False,False,False,False,False,34.0,3.783765797361313e-07,81.0,1.9001655267722703e-06,58.0,1.5749828688338775e-06,91.0,1.6631704651651176e-06
33578,ENSG00000236992.2,RPL12P12,501.0,50.898203592814376,False,False,False,True,False,True,4.0,4.4514891733662504e-08,1.0,2.2354888550262005e-08,0.0,0.0,2.0,3.429217453948696e-08
33579,ENSG00000236993.2,GAPDHP21,1010.0,50.0990099009901,False,False,False,False,False,True,4.0,4.4514891733662504e-08,0.0,0.0,0.0,0.0,0.0,0.0
33581,ENSG00000236998.2,ENSG00000236998.2,1248.0,43.58974358974359,False,False,False,False,False,True,0.0,0.0,1.0,2.2354888550262005e-08,0.0,0.0,1.0,1.714608726974348e-08
33584,ENSG00000237001.7,WASF3-AS1,549.0,46.10492845786963,True,False,False,False,False,False,0.0,0.0,3.0,6.706466565078602e-08,3.0,7.745817387707595e-08,4.0,6.858434907897392e-08
33585,ENSG00000237002.7,ENSG00000237002.7,556.0,42.66666666666667,True,False,False,False,False,False,15.0,1.669308440012344e-07,10.0,2.2354888550262005e-07,8.0,2.0655513033886917e-07,14.0,2.4004522177640873e-07
33586,ENSG00000237003.1,RPL36AP11,321.0,44.85981308411215,False,False,False,True,False,True,7.0,7.790106053390939e-08,1.0,2.2354888550262005e-08,0.0,0.0,0.0,0.0
33587,ENSG00000237004.5,ZNRF2P1,443.0,75.62076749435666,False,False,False,False,False,True,4.0,4.4514891733662504e-08,8.0,1.7883910840209604e-07,24.0,6.454847823089662e-07,22.0,3.7721391993435654e-07
33589,ENSG00000237007.4,KRT18P52,846.0,53.664302600472816,False,False,False,False,False,True,9.0,1.0015850640074064e-07,2.0,4.470977710052401e-08,0.0,0.0,1.0,1.714608726974348e-08
33591,ENSG00000237009.3,GLIS3-AS1,738.0,52.574525745257446,True,False,False,False,False,False,2.0,2.2257445866831252e-08,1.0,2.2354888550262005e-08,1.0,2.5819391292358646e-08,1.0,3.429217453948696e-08
33593,ENSG00000237013.2,LINC01812,753.5,41.47990437770805,True,False,False,False,False,False,7.0,7.790106053390939e-08,8.0,1.7883910840209604e-07,8.0,2.3237452163122782e-07,11.0,1.8860695996717827e-07
33595,ENSG00000237015.1,ENSG00000237015.1,385.0,52.46753246753247,True,False,False,False,False,False,8.0,8.902978346732501e-08,11.0,2.4590377405288204e-07,5.0,1.2909695646179324e-07,12.0,2.0575304723692175e-07
33597,ENSG00000237017.1,PRPF31-AS1,4158.0,59.66810966810967,True,False,False,False,False,False,25.0,2.7821807333539065e-07,16.0,3.800331053544541e-07,87.0,2.3753839988969955e-06,62.0,1.0802034979938391e-06
33598,ENSG00000237019.1,ENSG00000237019.1,382.0,40.83769633507853,True,False,False,False,False,False,3.0,3.3386168800246877e-08,37.0,8.941955420104802e-07,22.0,5.680266084318902e-07,38.0,7.372817525989696e-07
