mouse_symbol,human_symbol
Tmem128,TMEM128
Gprc5d,GPRC5D
Card6,CARD6
Hsd3b3,HSD3B1
Hsd3b3,HSD3B2
Ddx56,DDX56
Asns,ASNS
Gpt,GPT
Copb1,COPB1
Slc1a6,SLC1A6
Lrrc71,LRRC71
Caml,CAMLG
Clu,CLU
Tiam1,TIAM1
Hcfc2,HCFC2
Adgra3,ADGRA3
Ccs,CCS
Nedd9,NEDD9
Fgb,FGB
Sohlh2,SOHLH2
Ppa1,PPA1
Prepl,PREPL
Adgrv1,ADGRV1
Glmp,GLMP
Pygm,PYGM
Copz1,COPZ1
Ltv1,LTV1
P2ry12,P2RY12
Wnt2b,WNT2B
Alg14,ALG14
Bcr,BCR
2410004B18Rik,C1orf52
Eefsec,EEFSEC
Siah2,SIAH2
Fignl2,FIGNL2
Ndrg1,NDRG1
Rxrb,RXRB
Ak5,AK5
Armc5,ARMC5
Epm2a,EPM2A
Cs,CS
Aldh2,ALDH2
Zfp746,ZNF746
Foxa3,FOXA3
Cdc27,CDC27
Ms4a12,MS4A12
Arrdc4,ARRDC4
Cyp17a1,CYP17A1
Klhdc9,KLHDC9
Ddx39b,DDX39B
Rorb,RORB
A130010J15Rik,C1orf74
Smpd4,SMPD4
Cd46,CD46
Loxl2,LOXL2
Fam111a,FAM111A
Atp6v1e1,ATP6V1E1
Tbc1d22a,TBC1D22A
Ccdc181,CCDC181
Zbtb39,ZBTB39
Zfpl1,ZFPL1
Zfp280b,ZNF280B
Prim1,PRIM1
Ero1a,ERO1A
Vil1,VIL1
Rreb1,RREB1
Slc35a3,SLC35A3
Ankmy1,ANKMY1
Xpo4,XPO4
Zfp467,ZNF467
Csrp2,CSRP2
Zbtb12,ZBTB12
Dmrt2,DMRT2
Eci1,ECI1
Gimd1,GIMD1
Zmat3,ZMAT3
Cdc37l1,CDC37L1
Dcaf4,DCAF4L2
Dcaf4,DCAF4
Prox1,PROX1
Xpo1,XPO1
Insr,INSR
Fbxw7,FBXW7
Grina,GRINA
Ppfia1,PPFIA1
Pask,PASK
Pdp1,PDP1
Dhx35,DHX35
Nup107,NUP107
Zfp219,ZNF219
Hpcal4,HPCAL4
Lemd2,LEMD2
Fanca,FANCA
Faf2,FAF2
Clca2,CLCA2
Hoxa13,HOXA13
Atoh8,ATOH8
Tspan33,TSPAN33
Bcl10,BCL10
Ulk3,ULK3
Lamtor3,LAMTOR3
Flywch2,FLYWCH2
Rangap1,RANGAP1
Serpina3f,SERPINA3
Plin3,PLIN3
Erbb2,ERBB2
Mnat1,MNAT1
Nif3l1,NIF3L1
Cux1,CUX1
Sftpc,SFTPC
Atp8a2,ATP8A2
Capg,CAPG
Rala,RALA
Rtca,RTCA
Adcy2,ADCY2
Npas3,NPAS3
Agt,AGT
Lonp1,LONP1
Pcolce2,PCOLCE2
Thrap3,THRAP3
Ces2e,CES2
D8Ertd738e,C19orf53
Pax9,PAX9
Slc19a3,SLC19A3
Rbm4b,RBM4B
Ddx42,DDX42
Hinfp,HINFP
Ppp2cb,PPP2CB
Hbp1,HBP1
Il17rb,IL17RB
Cfap20,CFAP20
Gimap6,GIMAP6
Dstyk,DSTYK
Atp5mk,ATP5MK
Smim43,SMIM43
Pmepa1,PMEPA1
Cpn1,CPN1
Ggcx,GGCX
Plppr4,PLPPR4
Naa20,NAA20
Zfp503,ZNF503
Slc22a8,SLC22A8
Tnfrsf19,TNFRSF19
Tat,TAT
Retn,RETN
Ilf2,ILF2
H6pd,H6PD
Hsd11b1,HSD11B1
Grk1,GRK1
Ift57,IFT57
Or8k38,OR8K3
Smad3,SMAD3
Trpv6,TRPV6
Klhl2,KLHL2
Tcf3,TCF3
Smarcd2,SMARCD2
Akr1b8,AKR1B10
Vsnl1,VSNL1
Pax5,PAX5
Zkscan7,ZKSCAN7
Aldh3b2,ALDH3B2
Ubxn1,UBXN1
Card19,CARD19
Fam181a,FAM181A
Gpr18,GPR18
Ip6k2,IP6K2
Gpr68,GPR68
Arhgdib,ARHGDIB
Mapk8,MAPK8
Dyrk3,DYRK3
Coch,COCH
S100a14,S100A14
D130043K22Rik,KIAA0319
Slc40a1,SLC40A1
Ythdf3,YTHDF3
Mrpl40,MRPL40
Rtn3,RTN3
Tmem108,TMEM108
Nkx2-1,NKX2-1
Rpl35a,RPL35A
Noxred1,NOXRED1
Brinp1,BRINP1
Krt73,KRT73
Smco3,SMCO3
Slc8a3,SLC8A3
Nab1,NAB1
Mpped1,MPPED1
Serac1,SERAC1
Tia1,TIA1
Med4,MED4
Slc9a8,SLC9A8
Hao2,HAO2
2510002D24Rik,C22orf39
Npc2,NPC2
Pkp2,PKP2
Mapk7,MAPK7
Slc26a4,SLC26A4
Fezf2,FEZF2
Cr2,CR2
Psmb5,PSMB5
Ubqln1,UBQLN1
Qars1,QARS1
Zc3h18,ZC3H18
Arhgef19,ARHGEF19
Zbtb7b,ZBTB7B
Hacd2,HACD2
Hnrnpc,HNRNPCL1
Hnrnpc,HNRNPCL3
Hnrnpc,HNRNPCL2
Hnrnpc,HNRNPCL4
Trim59,TRIM59
Polr2h,POLR2H
Pla2g4c,PLA2G4C
Naa15,NAA15
Oga,OGA
Tex55,TEX55
Fgf12,FGF12
Tpp2,TPP2
Erich5,ERICH5
Cpt1b,CPT1B
Mx1,MX1
Stk38,STK38
Nxnl2,NXNL2
Phactr1,PHACTR1
Med18,MED18
Tex46,TEX46
Mgrn1,MGRN1
Ndufa3,NDUFA3
Nfia,NFIA
Ppp1r37,PPP1R37
Ccdc125,CCDC125
Myh10,MYH10
Asrgl1,ASRGL1
Aadacl2,AADACL2
Ddx41,DDX41
Zc3h3,ZC3H3
Alg5,ALG5
Nadsyn1,NADSYN1
Taf6l,TAF6L
Ube2h,UBE2H
Cdh13,CDH13
Nfxl1,NFXL1
Wasf2,WASF2
Fam83a,FAM83A
Neurog2,NEUROG2
Armc1,ARMC1
Scn8a,SCN8A
Ttll2,TTLL2
Ttll11,TTLL11
Zfp42,ZFP42
Gtpbp2,GTPBP2
Sec13,SEC13
Dctn3,DCTN3
Phox2b,PHOX2B
Lrrc31,LRRC31
Nr2c2,NR2C2
Rnf144b,RNF144B
AI837181,C11orf68
Smc5,SMC5
Tmco5,TMCO5A
Plekho1,PLEKHO1
Rpp40,RPP40
Myl12b,MYL12B
Chd7,CHD7
Clrn1,CLRN1
Htr1b,HTR1B
Blm,BLM
Abcg5,ABCG5
Champ1,CHAMP1
Tbc1d14,TBC1D14
Tmed1,TMED1
Acta1,ACTA1
Zfp456,ZNF195
Zfp456,ZNF429
Ankrd13c,ANKRD13C
Cspg4,CSPG4
Map1b,MAP1B
Manf,MANF
Fgd2,FGD2
Rnf220,RNF220
Tent2,TENT2
Pax8,PAX8
Gpx1,GPX1
Slc25a15,SLC25A15
Cops7a,COPS7A
Cep57,CEP57
Tcf20,TCF20
Nmur1,NMUR1
Unc13d,UNC13D
En1,EN1
Mast3,MAST3
Inpp1,INPP1
Cntln,CNTLN
Troap,TROAP
Hck,HCK
Adora1,ADORA1
Kansl1l,KANSL1L
Dnase1l2,DNASE1L2
Zfp593,ZNF593
Clcf1,CLCF1
Folh1,FOLH1
Kif6,KIF6
Kcnk4,KCNK4
Itgb1,ITGB1
Epha10,EPHA10
Gdf2,GDF2
Fam124a,FAM124A
Armh3,ARMH3
Dclk2,DCLK2
Chd8,CHD8
Dipk1b,DIPK1B
Exosc7,EXOSC7
Hs3st6,HS3ST6
Mlst8,MLST8
Cage1,CAGE1
Zfp536,ZNF536
Igfbp3,IGFBP3
Mab21l4,MAB21L4
A4galt,A4GALT
Ankrd55,ANKRD55
Luc7l2,LUC7L2
Slc38a11,SLC38A11
Zfp692,ZNF692
Gtse1,GTSE1
Rrp8,RRP8
Fam167a,FAM167A
Rab20,RAB20
Pglyrp2,PGLYRP2
Slc38a8,SLC38A8
Sox7,SOX7
Itgbl1,ITGBL1
Abcb4,ABCB4
Gk5,GK5
Stau2,STAU2
Mrgprb2,MRGPRX4
Mrgprb2,MRGPRX2
Mrgprb2,MRGPRX3
Mrgprb2,MRGPRX1
Borcs8,BORCS8
Pik3cd,PIK3CD
Twf1,TWF1
Ap2s1,AP2S1
Tnfsf11,TNFSF11
Sh3gl1,SH3GL1
B3galnt2,B3GALNT2
Dzip1,DZIP1
Slc17a6,SLC17A6
Necab2,NECAB2
Slco1a1,SLCO1A2
Tmed3,TMED3
Angpt1,ANGPT1
Myrip,MYRIP
Ly6f,LY6S
Fibp,FIBP
Mapk12,MAPK12
Crip3,CRIP3
St7,ST7
Cxcl2,CXCL3
Slc35f3,SLC35F3
Nubp2,NUBP2
Alg10,ALG10B
Alg10,ALG10
Eef2k,EEF2K
Cldn18,CLDN18
Eny2,ENY2
Fam228a,FAM228A
Fermt3,FERMT3
Cacna1a,CACNA1A
Plscr4,PLSCR4
Acot5,ACOT2
Acot5,ACOT1
Matn3,MATN3
Oog1,PRAMEF2
Oog1,PRAMEF18
Oog1,PRAMEF20
Oog1,PRAMEF6
Oog1,PRAMEF8
Oog1,PRAMEF14
Oog1,PRAMEF19
Oog1,PRAMEF27
Oog1,PRAMEF17
Oog1,PRAMEF11
Oog1,PRAMEF1
Oog1,PRAMEF10
Oog1,PRAMEF9
Oog1,PRAMEF15
Oog1,PRAMEF12
Oog1,PRAMEF4
Oog1,PRAMEF26
Oog1,PRAMEF33
Oog1,PRAMEF7
Oog1,PRAMEF5
Oog1,PRAMEF13
Oog1,PRAMEF25
Kcnma1,KCNMA1
Cog5,COG5
Ms4a2,MS4A2
Bcdin3d,BCDIN3D
Eif3h,EIF3H
Wbp1l,WBP1L
Smoc2,SMOC2
Atp2a2,ATP2A2
Ide,IDE
Hemk1,HEMK1
Srek1ip1,SREK1IP1
Ubxn2a,UBXN2A
Adarb2,ADARB2
Irx4,IRX4
Tbc1d9b,TBC1D9B
Gjb4,GJB4
Hecw1,HECW1
Lpar2,LPAR2
Cyp2d40,CYP2D6
Plvap,PLVAP
Mtfr1l,MTFR1L
Tmt1a3,TMT1A
Ak7,AK7
Cramp1,CRAMP1
Tmem65,TMEM65
Tecr,TECR
Adi1,ADI1
Trip13,TRIP13
Nr4a1,NR4A1
Tcf7l2,TCF7L2
Arel1,AREL1
Bricd5,BRICD5
Lyplal1,LYPLAL1
Or2h1,OR2H2
Arhgef33,ARHGEF33
Fam76b,FAM76B
Trim27,TRIM27
Phlda3,PHLDA3
Lefty2,LEFTY1
Lefty2,LEFTY2
Catsperg1,CATSPERG
Crb3,CRB3
Kcnk2,KCNK2
Col8a2,COL8A2
Gpaa1,GPAA1
Rpl29,RPL29
2210408I21Rik,KIAA0825
Ly6g5c,LY6G5C
Serpinb8,SERPINB8
Ccdc30,CCDC30
Fcgr1,FCGR1A
Nkapd1,NKAPD1
Cntn4,CNTN4
Pou6f2,POU6F2
Slc29a1,SLC29A1
Ankzf1,ANKZF1
Fstl1,FSTL1
Cdc42ep1,CDC42EP1
Eif4g2,EIF4G2
Asb8,ASB8
Rapgef4,RAPGEF4
Iqch,IQCH
Mocs2,MOCS2
Pdxdc1,PDXDC1
Pdlim5,PDLIM5
Kifc2,KIFC2
Ces1b,CES1
Cmc2,CMC2
Tnfrsf23,TNFRSF10C
Tnfrsf23,TNFRSF10B
Tnfrsf23,TNFRSF10D
Tomm40l,TOMM40L
Plekhg3,PLEKHG3
Inka1,INKA1
Lrrc2,LRRC2
Kif20b,KIF20B
Usp10,USP10
Spns1,SPNS1
Itgb3bp,ITGB3BP
Cgas,CGAS
Acp5,ACP5
Rasgrf2,RASGRF2
Sema4d,SEMA4D
Frg2f1,FRG2C
Frg2f1,FRG2B
Frg2f1,FRG2
Nr1i3,NR1I3
Cpne4,CPNE4
Rspo1,RSPO1
Dync2i1,DYNC2I1
Cxcl17,CXCL17
Trim30a,TRIM5
Tmeff1,TMEFF1
Insc,INSC
Klc2,KLC2
Ryk,RYK
Arhgef16,ARHGEF16
Gli2,GLI2
Mrpl48,MRPL48
Kcnrg,KCNRG
Zkscan14,ZNF394
Polr1d,POLR1D
Ldb3,LDB3
Cdh17,CDH17
Loxl3,LOXL3
Ccnd1,CCND1
Scfd1,SCFD1
Smim8,SMIM8
Asb4,ASB4
Lrpap1,LRPAP1
Oat,OAT
Dusp16,DUSP16
Kdm4c,KDM4C
Unc93b1,UNC93B1
Il17ra,IL17RA
Armc9,ARMC9
Snd1,SND1
Pskh1,PSKH1
Ethe1,ETHE1
Slc51b,SLC51B
Pax2,PAX2
Ets1,ETS1
Wwp2,WWP2
Pcgf6,PCGF6
Zfp28,ZFP28
Emilin1,EMILIN1
Sh3bgrl2,SH3BGRL2
Nqo2,NQO2
Zcchc17,ZCCHC17
Il18bp,IL18BP
Loxl1,LOXL1
Slc1a1,SLC1A1
Bfsp2,BFSP2
Zfp764,ZNF764
Zfp764,ZNF747
Mical1,MICAL1
Ube3d,UBE3D
Dcdc2c,DCDC2C
Qpctl,QPCTL
Cdc7,CDC7
Ifrd1,IFRD1
Kcnk7,KCNK7
Arl2,ARL2
Rexo2,REXO2
Cnr2,CNR2
Per3,PER3
Ndufb8,NDUFB8
Serpinb6d,SERPINB6
Ccne1,CCNE1
Cdk13,CDK13
Slc1a4,SLC1A4
Ccnd2,CCND2
Kirrel1,KIRREL1
Mrps22,MRPS22
Naa16,NAA16
Klf6,KLF6
Gstz1,GSTZ1
Snrnp40,SNRNP40
Nkx6-3,NKX6-3
Wdr41,WDR41
Sdhaf2,SDHAF2
Vamp5,VAMP5
Ehbp1,EHBP1
Lrrc8b,LRRC8B
Magohb,MAGOHB
Lcorl,LCORL
Vpreb1a,VPREB1
D16Ertd472e,C21orf91
Zfand5,ZFAND5
Lekr1,LEKR1
Cnot1,CNOT1
9930012K11Rik,C8orf58
Cish,CISH
P3r3urf,P3R3URF
Dqx1,DQX1
Cdkn2b,CDKN2B
Serpinb1c,SERPINB1
Slc30a2,SLC30A2
Cyp7b1,CYP7B1
Slc6a13,SLC6A13
Zmynd11,ZMYND11
Ccdc198,CCDC198
Nell2,NELL2
Bnip2,BNIP2
Phldb2,PHLDB2
Pax7,PAX7
Fpgt,FPGT
Spata21,SPATA21
1110059E24Rik,C9orf85
Cgrrf1,CGRRF1
S100a6,S100A6
Ppp1r13b,PPP1R13B
Tubgcp5,TUBGCP5
Tmem199,VMA12
Pcdh18,PCDH18
Cfap43,CFAP43
Rem1,REM1
Hjv,HJV
Sgcg,SGCG
Clstn1,CLSTN1
Cfap410,CFAP410
Prorp,PRORP
M6pr,M6PR
Fads2,FADS2
Slc7a11,SLC7A11
Rasa4,RASA4B
Rasa4,RASA4
Gad2,GAD2
Clec4a2,CLEC4C
Zic2,ZIC2
Golga5,GOLGA5
Lemd3,LEMD3
Vcam1,VCAM1
Arhgap44,ARHGAP44
Samd4,SAMD4A
Herc3,HERC3
Inhbc,INHBC
Dag1,DAG1
Rit1,RIT1
Derl3,DERL3
Uqcc3,UQCC3
Cradd,CRADD
Lgi1,LGI1
Clec2h,CLEC2D
Birc3,BIRC3
Etv6,ETV6
Armc2,ARMC2
Hmox2,HMOX2
Vps16,VPS16
Fam110c,FAM110C
Rab43,RAB43
Plekhd1,PLEKHD1
Nherf4,NHERF4
Pcdh9,PCDH9
Cog6,COG6
Trim24,TRIM24
Tcaim,TCAIM
Cdca5,CDCA5
Chst3,CHST3
Greb1,GREB1
Fndc3a,FNDC3A
Slc35e3,SLC35E3
Mcee,MCEE
Sirt1,SIRT1
Gcnt1,GCNT1
Gtpbp8,GTPBP8
Crtc3,CRTC3
Pcgf5,PCGF5
Slc44a1,SLC44A1
Mmp28,MMP28
Prtn3,PRTN3
Celf5,CELF5
Pygo1,PYGO1
Tmem104,SLC38A12
Wdcp,WDCP
Psmc6,PSMC6
Cdc45,CDC45
Rsad2,RSAD2
Pknox2,PKNOX2
Coq8b,COQ8B
Epyc,EPYC
Hdac7,HDAC7
Dtx3,DTX3
Wdr81,WDR81
Zfyve26,ZFYVE26
Mmp19,MMP19
Coq10a,COQ10A
Ccdc74a,CCDC74B
Ccdc74a,CCDC74A
Smpdl3a,SMPDL3A
Tex2,TEX2
Uhrf2,UHRF2
Micos10,MICOS10
Sdc4,SDC4
Cdc40,CDC40
Stxbp5l,STXBP5L
Sec31a,SEC31A
Snx13,SNX13
Or4e2,OR4E2
Pparg,PPARG
Sntn,SNTN
Gulp1,GULP1
Sucla2,SUCLA2
Kitl,KITLG
Map3k7,MAP3K7
Gpr149,GPR149
Leap2,LEAP2
Gba1,GBA1
Mrpl11,MRPL11
Raver1,RAVER1
Prr29,PRR29
Dusp5,DUSP5
Rcl1,RCL1
Trim3,TRIM3
Itm2c,ITM2C
Sf1,SF1
Ap1m2,AP1M2
Atg101,ATG101
Gpatch4,GPATCH4
Slc19a2,SLC19A2
Smarcd1,SMARCD1
Slc6a20a,SLC6A20
3110009E18Rik,C2orf76
Rpgrip1,RPGRIP1
Arfgap2,ARFGAP2
Ggt1,GGTLC2
Ggt1,GGT1
Ggt1,GGTLC3
Ggt1,GGTLC1
Mbtd1,MBTD1
Cd101,CD101
Fam241a,FAM241A
Cmpk2,CMPK2
Slc30a7,SLC30A7
Srp9,SRP9
Tcaf1,TCAF1
Frmd6,FRMD6
Ift27,IFT27
Decr1,DECR1
Bet1l,BET1L
Mael,MAEL
Fsaf1,FSAF1
Idh3a,IDH3A
Csnk2b,CSNK2B
Gas6,GAS6
Sdc2,SDC2
Gpr183,GPR183
Gjb2,GJB2
Dusp29,DUSP29
Ndufa10,NDUFA10
Rhd,RHCE
Rhd,RHD
Papss1,PAPSS1
Nars2,NARS2
Hsf1,HSF1
Pibf1,PIBF1
Tinagl1,TINAGL1
Grhl1,GRHL1
Golph3l,GOLPH3L
Ccl22,CCL22
Mcrip2,MCRIP2
Opalin,OPALIN
Jak3,JAK3
Ints3,INTS3
Pacs1,PACS1
Zfp943,ZNF34
G2e3,G2E3
Serpinc1,SERPINC1
Mmp23,MMP23B
Tpsg1,TPSG1
Gpnmb,GPNMB
Cyp21a1,CYP21A2
N4bp2l1,N4BP2L1
Ptpn14,PTPN14
Synm,SYNM
Rsbn1l,RSBN1L
Tesk2,TESK2
Ncapd2,NCAPD2
Gtf2f2,GTF2F2
Myadm,MYADM
Erh,ERH
Msc,MSC
Mss51,MSS51
Slc66a3,SLC66A3
Trim8,TRIM8
Ube2w,UBE2W
Tfip11,TFIP11
Spsb1,SPSB1
Plekhb1,PLEKHB1
Tsc22d1,TSC22D1
Retnla,RETNLB
Pou1f1,POU1F1
Sav1,SAV1
Cpeb3,CPEB3
Atp1b2,ATP1B2
Gtdc1,QTMAN
Pik3cg,PIK3CG
Ppil2,PPIL2
Dalrd3,DALRD3
Hectd3,HECTD3
Tmed5,TMED5
Tram1l1,TRAM1L1
Zc2hc1a,ZC2HC1A
Kcnab3,KCNAB3
Btbd6,BTBD6
Nudt3,NUDT3
Tmem19,TMEM19
Ibsp,IBSP
Ttc7b,TTC7B
Dhx9,DHX9
H2-M2,HLA-F
Ndrg2,NDRG2
Helq,HELQ
Ccdc154,CCDC154
Hsd3b1,HSD3B1
Hsd3b1,HSD3B2
Klrg1,KLRG1
Cacnb4,CACNB4
Chrm2,CHRM2
Akr1b10,AKR1B10
Prr22,PRR22
Cdc42se1,CDC42SE1
C2,C2
Prl2c5,PRL
Cox6b1,COX6B1
Mcidas,MCIDAS
Chrnb3,CHRNB3
Rtp3,RTP3
Kif27,KIF27
Cenpw,CENPW
Rassf4,RASSF4
Map3k21,MAP3K21
Stat6,STAT6
Ndufs8,NDUFS8
Prpf3,PRPF3
C6,C6
Nfrkb,NFRKB
Mfap3l,MFAP3L
H2bc3,H2BC3
Hhat,HHAT
Rgs7bp,RGS7BP
Dpep3,DPEP3
Gzma,GZMA
Cmtm2a,CMTM2
Pdxp,PDXP
Eftud2,EFTUD2
Adamts12,ADAMTS12
Mccc2,MCCC2
Vamp1,VAMP1
Olfml2b,OLFML2B
Irf8,IRF8
B3galt4,B3GALT4
Cdc20,CDC20
Eif3l,EIF3L
Sh2b1,SH2B1
Sepsecs,SEPSECS
Atp6v0e,ATP6V0E1
Serinc3,SERINC3
Tmem82,TMEM82
Elf3,ELF3
Tle4,TLE4
Impdh1,IMPDH1
Scoc,SCOC
Cox7a2l,COX7A2L
Dok7,DOK7
Nasp,NASP
Sirpb1b,SIRPA
Sirpb1b,SIRPB1
Sirpb1b,SIRPG
Agap1,AGAP1
Ppp1r10,PPP1R10
Eeig2,EEIG2
Fam186a,FAM186A
Rad23a,RAD23A
Asb10,ASB10
Dpyd,DPYD
Grap2,GRAP2
Pln,PLN
Rapgef3,RAPGEF3
Hif1a,HIF1A
Slc5a8,SLC5A8
Vps33a,VPS33A
Dzip1l,DZIP1L
Pcnt,PCNT
Angptl2,ANGPTL2
Ecrg4,ECRG4
Slc29a2,SLC29A2
Scamp3,SCAMP3
Mpzl1,MPZL1
Cptp,CPTP
Spaca1,SPACA1
Psma2,PSMA2
Wfikkn2,WFIKKN2
Nt5c1a,NT5C1A
Hbq1a,HBQ1
Rnasek,RNASEK
Taf12,TAF12
Ugt1a6b,UGT1A6
Rrbp1,RRBP1
Mfsd6,MFSD6
Mlx,MLX
Ak6,TAF9
Frrs1,FRRS1
Oxtr,OXTR
Ninj1,NINJ1
Cidec,CIDEC
Smim13,SMIM13
Pard3,PARD3
Gli3,GLI3
Crabp1,CRABP1
Rps10,RPS10
Usp39,USP39
Tbx20,TBX20
Mrpl1,MRPL1
Pnkd,PNKD
Mfsd2a,MFSD2A
Kdm2a,KDM2A
Mrps30,MRPS30
Lhfpl6,LHFPL6
Plscr1l1,PLSCR1
Sod2,SOD2
H4c1,H4C8
Zfp131,ZNF131
Dppa5a,DPPA5
Zfp39,ZNF570
Nucb2,NUCB2
AU022252,C1orf50
Adam15,ADAM15
Srf,SRF
Mapre1,MAPRE1
Arhgap25,ARHGAP25
Ahr,AHR
Spdef,SPDEF
Cd320,CD320
Invs,INVS
Atf7ip2,ATF7IP2
Fgfr4,FGFR4
Pum3,PUM3
Gpr65,GPR65
Cdc42bpb,CDC42BPB
Ehmt2,EHMT2
Asl,ASL
Adam23,ADAM23
4930451I11Rik,C16orf92
Cdh23,CDH23
Smarcc1,SMARCC1
Clec11a,CLEC11A
Lurap1,LURAP1
Srebf2,SREBF2
C1ra,C1R
Slc25a21,SLC25A21
Atp10a,ATP10A
Atad2b,ATAD2B
Marf1,MARF1
Fblim1,FBLIM1
Bmal2,BMAL2
Nup153,NUP153
Sfi1,SFI1
Gtf2e1,GTF2E1
Degs2,DEGS2
Ttll12,TTLL12
Zdhhc19,ZDHHC19
Cbll1,CBLL1
Igf1r,IGF1R
Crkl,CRKL
Lgals8,LGALS8
Yars2,YARS2
Mrm2,MRM2
Tmed10,TMED10
Prr14l,PRR14L
Zdhhc23,ZDHHC23
Krt8,KRT8
Fancm,FANCM
Zfp398,ZNF398
Rhbdd2,RHBDD2
Pak2,PAK2
Anxa13,ANXA13
Sla,SLA
Klre1,KLRC4
Klre1,KLRC1
Klre1,KLRC2
Klre1,KLRC3
Lmcd1,LMCD1
Tank,TANK
Rab7,RAB7A
Osbpl5,OSBPL5
N4bp2l2,N4BP2L2
Rad1,RAD1
Arl6,ARL6
Fbxo33,FBXO33
Zmym6,ZMYM6
Isca2,ISCA2
Cracd,CRACD
Togaram2,TOGARAM2
Tecpr2,TECPR2
Cerk,CERK
Sema3e,SEMA3E
Dgkg,DGKG
Cldn6,CLDN6
Or5a1,OR5A1
Hells,HELLS
Vps52,VPS52
Slc35d2,SLC35D2
Acad10,ACAD10
Cdpf1,CDPF1
Lmod1,LMOD1
Tcf24,TCF24
Ly9,LY9
Tmem63c,TMEM63C
Hspb6,HSPB6
Rbm42,RBM42
Ubap2,UBAP2
Mlph,MLPH
Hdac2,HDAC2
Nid1,NID1
Adck5,ADCK5
Wdr75,WDR75
Cd8b1,CD8B
Cd8b1,CD8B2
Rmnd5a,RMND5A
Gpatch1,GPATCH1
Lpcat1,LPCAT1
Itga7,ITGA7
Mapre3,MAPRE3
Klhdc10,KLHDC10
Ubtd1,UBTD1
Tfpi,TFPI
Prdx3,PRDX3
Dhrs7,DHRS7
Fas,FAS
Fancd2os,FANCD2OS
Tigar,TIGAR
Tagap,TAGAP
Tc2n,TC2N
Pnlip,PNLIP
Clpp,CLPP
Ccl28,CCL28
Cplx2,CPLX2
Hk2,HK2
Zfp58,ZNF195
Zfp58,ZNF429
Prkch,PRKCH
Lrrc8d,LRRC8D
Nxpe3,NXPE3
Car11,CA11
Srd5a2,SRD5A2
Anapc13,ANAPC13
Adamts1,ADAMTS1
Tmem134,TMEM134
Xpo5,XPO5
Cacng1,CACNG1
Kcnj15,KCNJ15
Gsdme,GSDME
Golm1,GOLM1
Tbc1d15,TBC1D15
Smad6,SMAD6
Kctd8,KCTD8
Atp5mf,ATP5MF
Ccdc157,CCDC157
Septin5,SEPTIN5
Snx6,SNX6
Ubfd1,UBFD1
Lbr,LBR
Gnb5,GNB5
Nat3,NAT2
Nat3,NAT1
Gnao1,GNAO1
Gcfc2,GCFC2
Crot,CROT
Dclre1a,DCLRE1A
Ifnar2,IFNAR2
Rpl37,RPL37
Deaf1,DEAF1
Pdcd4,PDCD4
Nob1,NOB1
Elmod1,ELMOD1
Gpx8,GPX8
Shc3,SHC3
Znrf2,ZNRF2
Dcdc2a,DCDC2
Zfp653,ZNF653
Fkbp4,FKBP4
Litafd,LITAFD
Ddit3,DDIT3
Zfp827,ZNF827
Sh3d21,SH3D21
Xxylt1,XXYLT1
Snrnp48,SNRNP48
6430571L13Rik,C3orf18
Rfc4,RFC4
Uckl1,UCKL1
Marchf5,MARCHF5
Grb10,GRB10
Ranbp2,RANBP2
Pid1,PID1
Hspb2,HSPB2
Cdhr4,CDHR4
Wdr26,WDR26
D17H6S53E,C6orf47
Vgf,VGF
Pcnx4,PCNX4
Fam50b,FAM50B
Foxn4,FOXN4
Hdac1,HDAC1
Hivep1,HIVEP1
Kcne1,KCNE1
Clec4n,CLEC6A
Tcf25,TCF25
Borcs7,BORCS7
Morc3,MORC3
Homer1,HOMER1
Cebpz,CEBPZ
Fxyd2,FXYD2
Gdnf,GDNF
Rida,RIDA
Pcnx3,PCNX3
Snorc,SNORC
Depp1,DEPP1
Eif2b2,EIF2B2
Edem1,EDEM1
Trafd1,TRAFD1
Mfsd4a,SLC60A1
Slc31a1,SLC31A1
Nrm,NRM
Espl1,ESPL1
Tube1,TUBE1
1700102P08Rik,C3orf62
Trip10,TRIP10
Srsf5,SRSF5
Olfm2,OLFM2
Coq3,COQ3
Vopp1,VOPP1
Cyren,CYREN
Wasf1,WASF1
Cilk1,CILK1
Retnlg,RETNLB
1700003E16Rik,C2orf81
Srl,SRL
Tuba1b,TUBA1B
Arhgef11,ARHGEF11
Bms1,BMS1
B4galt7,B4GALT7
Gcat,GCAT
Ddx50,DDX50
Rarb,RARB
Rrm2b,RRM2B
Txndc5,TXNDC5
Senp2,SENP2
Pdrg1,PDRG1
Adamts4,ADAMTS4
Fgfr2,FGFR2
Pdzd2,PDZD2
Lrrc18,LRRC18
Rdx,RDX
Scnn1a,SCNN1A
Mxi1,MXI1
Tspan14,TSPAN14
Rad51,RAD51
Ugt3a1,UGT3A2
Dst,DST
Chchd6,CHCHD6
Tyms,TYMS
Ano6,ANO6
Mpdz,MPDZ
Rnf17,RNF17
Anxa6,ANXA6
Pex3,PEX3
Npy,NPY
Or5m3b,OR5M3
Gsg1,GSG1
Gckr,GCKR
Wipf1,WIPF1
Cep126,CEP126
Pex2,PEX2
Foxo3,FOXO3
Rab39,RAB39A
Dbr1,DBR1
Ap1s1,AP1S1
Gja1,GJA1
Tmem40,TMEM40
Ptprb,PTPRB
Ttc27,TTC27
Cntn5,CNTN5
