,gene_id,gene_name,gene_length,is_lnc,is_pc,is_mito,is_ribo,gc_content
56644,ENSMUSG00000100535.2,Gm20870,922,False,True,False,False,35.52
56645,ENSMUSG00000100537.2,Gm28485,1937,True,False,False,False,40.37
56646,ENSMUSG00000100538.3,Gm28340,4102,True,False,False,False,39.28
56647,ENSMUSG00000100539.2,Gm20913,696,False,False,False,False,45.83
56648,ENSMUSG00000100540.2,Gm20799,696,False,False,False,False,45.83
56649,ENSMUSG00000100541.2,Gm28871,687,False,False,False,False,43.96
56650,ENSMUSG00000100542.2,Gm28097,366,False,False,False,False,47.54
56651,ENSMUSG00000100543.2,Gm29127,517,False,False,False,False,53.77
56652,ENSMUSG00000100544.2,Gm28606,1937,True,False,False,False,40.09
56653,ENSMUSG00000100546.4,Gm29483,7744,True,False,False,False,49.2
56654,ENSMUSG00000100547.2,Gm28611,696,False,False,False,False,44.97
56655,ENSMUSG00000100548.2,Gm29585,1774,True,False,False,False,47.69
56656,ENSMUSG00000100549.2,Ifna11,573,False,True,False,False,52.88
56657,ENSMUSG00000100550.4,2310039L15Rik,14964,True,False,False,False,44.36
56658,ENSMUSG00000100551.2,Gm19503,241,False,False,False,False,47.3
56659,ENSMUSG00000100552.3,Gm29019,2769,True,False,False,False,51.77
56660,ENSMUSG00000100553.8,Gm17751,6401,True,False,False,False,39.58
56661,ENSMUSG00000100554.2,Gm7690,1399,False,False,False,False,42.53
56662,ENSMUSG00000100555.2,Gm8173,1977,False,False,False,False,45.43
56663,ENSMUSG00000100556.2,Gm28902,215,True,False,False,False,46.69
56664,ENSMUSG00000100557.3,1700029E06Rik,1460,True,False,False,False,35.46
56665,ENSMUSG00000100558.3,1700025F24Rik,19383,True,False,False,False,43.4
56666,ENSMUSG00000100559.3,Gm20803,694,False,False,False,False,45.24
56667,ENSMUSG00000100560.2,Gm21180,696,False,False,False,False,45.26
56668,ENSMUSG00000100561.2,Gm7516,706,False,False,False,False,56.09
56669,ENSMUSG00000100562.2,Gm29611,1011,True,False,False,False,42.33
56670,ENSMUSG00000100563.2,Gm3096,364,False,False,False,False,53.3
56671,ENSMUSG00000100564.2,Gm28682,696,False,False,False,False,43.68
56672,ENSMUSG00000100565.7,Gm28091,622,True,False,False,False,40.82
56673,ENSMUSG00000100566.2,Tmem167-ps2,214,False,False,False,False,38.79
56674,ENSMUSG00000100567.2,Gm28958,703,False,False,False,False,44.52
56675,ENSMUSG00000100568.2,Gm29602,442,False,False,False,False,53.39
56676,ENSMUSG00000100569.2,Gm28646,697,False,False,False,False,45.34
56677,ENSMUSG00000100570.7,Gm29399,1926,True,False,False,False,40.11
56678,ENSMUSG00000100571.2,Gm29474,379,False,False,False,False,44.33
56679,ENSMUSG00000100572.3,2410021H03Rik,3131,True,False,False,False,43.82
56680,ENSMUSG00000100573.3,1700081H04Rik,8474,True,False,False,False,47.12
56681,ENSMUSG00000100574.2,Gm28674,1923,True,False,False,False,40.18
56682,ENSMUSG00000100575.2,Gm21489,818,False,False,False,False,35.7
56683,ENSMUSG00000100576.2,Gm28975,686,False,False,False,False,43.44
56684,ENSMUSG00000100577.2,Gm29429,121,False,False,False,False,44.63
56685,ENSMUSG00000100578.2,Gm28709,456,True,False,False,False,39.76
56686,ENSMUSG00000100579.7,Gm28692,621,True,False,False,False,41.09
56687,ENSMUSG00000100580.8,4933436I20Rik,5890,True,False,False,False,39.6
56688,ENSMUSG00000100581.2,Gm21785,696,False,False,False,False,45.11
56689,ENSMUSG00000100582.2,Gm21428,174,True,False,False,False,50.95
56690,ENSMUSG00000100583.8,Gm29443,11049,True,False,False,False,48.19
56691,ENSMUSG00000100584.7,Gm28733,1935,True,False,False,False,40.36
56692,ENSMUSG00000100585.3,1700108J01Rik,3026,True,False,False,False,43.26
56693,ENSMUSG00000100586.3,Vmn1r90,56569,False,True,False,False,38.89
56695,ENSMUSG00000100587.2,Gm28797,315,False,False,False,False,40.32
56696,ENSMUSG00000100588.2,Gm29497,1935,True,False,False,False,40.49
56697,ENSMUSG00000100589.2,4930533P14Rik,583,True,False,False,False,37.01
56698,ENSMUSG00000100590.2,Gm4785,751,False,False,False,False,48.74
56699,ENSMUSG00000100591.2,Gm21919,696,False,False,False,False,45.4
56700,ENSMUSG00000100592.2,Gm28645,564,False,False,False,False,49.47
56701,ENSMUSG00000100593.3,1700119H24Rik,3242,True,False,False,False,50.35
56702,ENSMUSG00000100594.4,2810414N06Rik,4892,True,False,False,False,42.73
56703,ENSMUSG00000100595.2,Gm19087,946,False,False,False,False,37.1
56704,ENSMUSG00000100596.3,Gm29502,13821,True,False,False,False,42.83
56705,ENSMUSG00000100597.2,Gm29349,174,True,False,False,False,50.4
56706,ENSMUSG00000100598.2,Gm28742,615,False,False,False,False,45.37
56707,ENSMUSG00000100599.5,1700120C14Rik,20224,True,False,False,False,49.7
56709,ENSMUSG00000100600.8,A230077H06Rik,13885,True,False,False,False,45.35999999999999
56710,ENSMUSG00000100602.2,Gm19498,331,False,False,False,False,44.11
56711,ENSMUSG00000100603.8,1700129L04Rik,13449,True,False,False,False,41.67
56712,ENSMUSG00000100604.2,Gm29256,312,False,False,False,False,40.71
56713,ENSMUSG00000100605.4,Gm29243,15419,True,False,False,False,43.95
56714,ENSMUSG00000100606.2,Gm29612,2168,True,False,False,False,45.41
56715,ENSMUSG00000100607.2,Gm29379,2166,True,False,False,False,45.08
56716,ENSMUSG00000100608.3,Gm21996,1195,False,True,False,False,36.69
56717,ENSMUSG00000100609.7,Gm28687,1749,True,False,False,False,40.2
56718,ENSMUSG00000100610.2,Gm29031,614,False,False,False,False,44.79
56719,ENSMUSG00000100611.2,Gm21247,693,False,False,False,False,45.74
56720,ENSMUSG00000100613.2,Gm5058,463,False,False,False,False,46.0
56721,ENSMUSG00000100614.2,Gm28963,1924,True,False,False,False,40.45
56722,ENSMUSG00000100615.2,Gm5511,802,False,False,False,False,38.28
56723,ENSMUSG00000100616.3,Gm28076,14732,True,False,False,False,45.34
56724,ENSMUSG00000100617.2,Zfp658,1794,False,True,False,False,37.88
56725,ENSMUSG00000100619.2,Gm8446,2712,False,False,False,False,39.15
56726,ENSMUSG00000100620.2,Gm28277,885,True,False,False,False,42.06
56727,ENSMUSG00000100621.3,Gm28374,728,False,True,False,False,50.3
56728,ENSMUSG00000100622.2,Gm20379,1204,False,True,False,False,44.02
56729,ENSMUSG00000100623.2,Gm29428,409,False,False,False,False,52.57
56730,ENSMUSG00000100624.2,Gm28101,697,False,False,False,False,45.34
56731,ENSMUSG00000100625.9,1700016G22Rik,9746,True,False,False,False,44.54
56732,ENSMUSG00000100626.2,H2al1a,501,False,True,False,False,52.1
56733,ENSMUSG00000100627.9,A830008E24Rik,31470,True,False,False,False,44.21
56734,ENSMUSG00000100628.2,Gm29648,650,True,False,False,False,36.43
56735,ENSMUSG00000100629.2,Gm28192,778,True,False,False,False,52.12
56736,ENSMUSG00000100630.2,Gm28450,638,True,False,False,False,42.48
56737,ENSMUSG00000100632.2,9430060I03Rik,1689,True,False,False,False,51.52
56738,ENSMUSG00000100634.2,Gm28171,1226,False,True,False,False,39.72
56739,ENSMUSG00000100635.2,Gm29157,612,True,False,False,False,38.56
56740,ENSMUSG00000100636.2,Gm3551,664,False,False,False,False,48.8
56741,ENSMUSG00000100637.2,Gm20819,925,False,False,False,False,35.45
56742,ENSMUSG00000100639.2,Scgb1b6-ps,199,False,False,False,False,35.68
56743,ENSMUSG00000100640.2,Gm29073,664,False,False,False,False,35.57
56744,ENSMUSG00000100641.2,Gm28413,291,False,False,False,False,49.48
56745,ENSMUSG00000100642.2,Gm28230,3527,False,False,False,False,50.17
56746,ENSMUSG00000100643.2,Gm21163,693,False,False,False,False,45.74
56747,ENSMUSG00000100644.2,Gm20793,696,False,False,False,False,45.83
56748,ENSMUSG00000100645.2,Gm28576,919,False,True,False,False,35.49
56749,ENSMUSG00000100646.2,Gm28193,615,False,False,False,False,45.2
56750,ENSMUSG00000100647.7,Gm29027,1930,True,False,False,False,40.05
56751,ENSMUSG00000100648.2,Gm28659,759,False,False,False,False,54.02
56752,ENSMUSG00000100649.2,Gm28428,697,False,False,False,False,43.62
56753,ENSMUSG00000100650.3,Gm28807,1426,True,False,False,False,42.65
56754,ENSMUSG00000100651.2,Gm28810,166,True,False,False,False,45.41
56755,ENSMUSG00000100652.2,Gm7634,553,False,False,False,False,45.03
56756,ENSMUSG00000100653.2,Gm28238,383,True,False,False,False,42.34
56757,ENSMUSG00000100654.2,Gm4207,960,False,False,False,False,41.35
56758,ENSMUSG00000100655.2,Gm21462,696,False,False,False,False,45.26
56759,ENSMUSG00000100656.2,Gm8525,861,False,False,False,False,49.71
56760,ENSMUSG00000100657.2,Gm28862,163,False,False,False,False,43.56
56761,ENSMUSG00000100658.4,F730311O21Rik,26701,True,False,False,False,49.8
56762,ENSMUSG00000100659.2,Gm28636,696,False,False,False,False,43.68
56763,ENSMUSG00000100660.2,Kat6b-ps2,1600,False,False,False,False,49.44
56764,ENSMUSG00000100661.2,Gm29471,700,False,False,False,False,45.29
56765,ENSMUSG00000100662.2,Gm19029,564,False,False,False,False,45.57
56766,ENSMUSG00000100663.2,Gm29604,163,False,False,False,False,52.15
56767,ENSMUSG00000100664.3,6030442E23Rik,1532,True,False,False,False,40.62
56768,ENSMUSG00000100665.2,Mrgprc1-ps,952,False,False,False,False,45.8
56769,ENSMUSG00000100666.3,1700007F19Rik,43656,True,False,False,False,42.01
56770,ENSMUSG00000100667.3,Gm57478,1191,False,True,False,False,36.89
56771,ENSMUSG00000100668.3,1700083H02Rik,3078,True,False,False,False,43.78
56772,ENSMUSG00000100669.2,Gm21111,696,False,False,False,False,45.83
56773,ENSMUSG00000100670.2,Gm28744,340,True,False,False,False,42.35
56774,ENSMUSG00000100671.2,Gm28322,1475,True,False,False,False,41.69
56775,ENSMUSG00000100672.2,Gm28404,453,True,False,False,False,32.45
56776,ENSMUSG00000100673.2,Gm29574,696,False,False,False,False,43.68
56777,ENSMUSG00000100674.3,Gm28806,2198,True,False,False,False,40.3
56778,ENSMUSG00000100675.2,Gm28607,339,False,False,False,False,43.36
56779,ENSMUSG00000100676.2,Gm28860,313,False,False,False,False,40.26
56780,ENSMUSG00000100677.2,Gm21184,693,False,False,False,False,45.74
56781,ENSMUSG00000100678.2,Gm29251,615,False,False,False,False,45.37
56782,ENSMUSG00000100679.3,Gm28778,2466,False,True,False,False,38.33
56784,ENSMUSG00000100680.4,1810044D09Rik,5013,True,False,False,False,44.54
56785,ENSMUSG00000100681.2,1700064J06Rik,386,True,False,False,False,45.72
56786,ENSMUSG00000100682.2,Gm28103,416,True,False,False,False,40.78
56787,ENSMUSG00000100683.2,Gm28186,679,False,False,False,False,45.07
56788,ENSMUSG00000100684.3,Gm20268,2994,True,False,False,False,37.76
56789,ENSMUSG00000100685.2,Gm28610,406,True,False,False,False,47.69
56790,ENSMUSG00000100687.2,Gm18357,580,False,False,False,False,38.79
56791,ENSMUSG00000100689.2,Taar7e,1077,False,True,False,False,47.91
56792,ENSMUSG00000100690.2,Gm4322,336,False,False,False,False,47.02
56793,ENSMUSG00000100691.4,2010320M18Rik,1180,True,False,False,False,54.75
56794,ENSMUSG00000100692.2,Gm21672,696,False,False,False,False,45.11
56795,ENSMUSG00000100693.2,Gm28278,1936,True,False,False,False,40.15
56796,ENSMUSG00000100694.2,Gm29182,1937,True,False,False,False,40.29
56797,ENSMUSG00000100695.2,Gm28110,315,False,False,False,False,40.63
56798,ENSMUSG00000100696.2,Gm8419,412,False,False,False,False,50.24
56799,ENSMUSG00000100697.2,Gm29184,334,False,False,False,False,40.72
56800,ENSMUSG00000100698.2,Gm20902,696,False,False,False,False,45.55
56801,ENSMUSG00000100699.2,Gm21765,696,False,False,False,False,45.26
56802,ENSMUSG00000100700.2,Gm6137,578,False,False,False,False,45.67
56803,ENSMUSG00000100701.2,Gm19587,545,False,False,False,False,51.19
56804,ENSMUSG00000100702.2,Gm8976,703,False,False,False,False,54.62
56805,ENSMUSG00000100703.8,Gm28358,223,False,False,False,False,41.05
56806,ENSMUSG00000100704.2,Gm28434,500,False,True,False,False,36.86
56807,ENSMUSG00000100705.2,Gm28227,696,False,False,False,False,43.82
56808,ENSMUSG00000100706.9,Gm19744,33587,True,False,False,False,40.33
56810,ENSMUSG00000100707.2,Gm28523,1588,True,False,False,False,52.49
56811,ENSMUSG00000100708.3,Gm21173,1175,False,True,False,False,35.59
56812,ENSMUSG00000100709.7,Gm28295,622,True,False,False,False,41.03
56813,ENSMUSG00000100710.2,Gm29197,702,False,False,False,False,44.44
56814,ENSMUSG00000100711.3,Gm29461,5703,True,False,False,False,39.18
56815,ENSMUSG00000100712.2,Gm28446,694,False,False,False,False,45.24
56816,ENSMUSG00000100713.2,Ifna7,573,False,True,False,False,53.75
56817,ENSMUSG00000100714.8,2010308F09Rik,10321,True,False,False,False,45.73
56818,ENSMUSG00000100715.7,Gm28074,1752,True,False,False,False,40.03
56819,ENSMUSG00000100716.7,Gm28550,618,True,False,False,False,41.04
56820,ENSMUSG00000100717.8,1700120G07Rik,12788,True,False,False,False,46.18999999999999
56821,ENSMUSG00000100718.2,Gm21717,696,False,False,False,False,45.11
56822,ENSMUSG00000100719.2,Gm28786,172,True,False,False,False,50.76
56823,ENSMUSG00000100720.2,Gm10075,545,False,False,False,False,48.62
56824,ENSMUSG00000100721.2,Gm9271,2580,False,False,False,False,48.51
56825,ENSMUSG00000100722.2,Gm29569,1937,True,False,False,False,40.2
56826,ENSMUSG00000100723.2,Gm28160,315,False,False,False,False,40.63
56827,ENSMUSG00000100724.3,Gm28533,570,False,False,False,False,47.37
56828,ENSMUSG00000100726.3,Gm21497,1171,False,True,False,False,35.58
56829,ENSMUSG00000100727.8,1700003P14Rik,14564,True,False,False,False,36.88
56830,ENSMUSG00000100728.3,Gm29431,8481,True,False,False,False,49.080000000000005
56831,ENSMUSG00000100730.2,Gm20776,700,False,False,False,False,44.71
56832,ENSMUSG00000100731.2,Gm29523,699,False,False,False,False,43.78
56833,ENSMUSG00000100732.2,Topbp1-ps2,189,False,False,False,False,42.33
56834,ENSMUSG00000100733.4,4932411K12Rik,26064,True,False,False,False,40.85
56835,ENSMUSG00000100734.2,Rpl23a-ps8,463,False,False,False,False,43.63
56836,ENSMUSG00000100736.2,Gm5147,794,False,False,False,False,51.01
56837,ENSMUSG00000100737.2,Gm21774,696,False,False,False,False,45.11
56838,ENSMUSG00000100738.3,2010106C02Rik,847,True,False,False,False,51.46
56839,ENSMUSG00000100739.7,Gm28296,622,True,False,False,False,41.03
56840,ENSMUSG00000100740.2,Gm29476,615,False,False,False,False,45.2
56841,ENSMUSG00000100741.2,Gm28814,696,False,False,False,False,45.4
56842,ENSMUSG00000100742.2,Gm28953,697,False,False,False,False,45.19
56843,ENSMUSG00000100743.2,Scgb1b25-ps,415,False,False,False,False,48.16
56844,ENSMUSG00000100744.2,Gm17764,391,False,False,False,False,45.78
56845,ENSMUSG00000100745.2,Gm29077,2169,True,False,False,False,45.43
56846,ENSMUSG00000100746.2,Gm28716,696,False,False,False,False,43.68
56847,ENSMUSG00000100747.7,1700084E18Rik,3792,True,False,False,False,54.14
56848,ENSMUSG00000100749.2,Gm20798,696,False,False,False,False,44.97
56849,ENSMUSG00000100750.2,Gm29084,1452,True,False,False,False,44.77
56850,ENSMUSG00000100751.2,Gm5116,463,False,False,False,False,44.49
56851,ENSMUSG00000100752.2,Gm28847,700,False,False,False,False,45.29
56852,ENSMUSG00000100753.2,Gm29435,689,False,False,False,False,43.69
56853,ENSMUSG00000100754.2,Scgb2b5-ps,270,False,False,False,False,45.5
56854,ENSMUSG00000100755.2,Rps23-ps1,425,False,False,False,False,50.59
56855,ENSMUSG00000100756.2,Gm21257,696,False,False,False,False,45.83
56856,ENSMUSG00000100757.2,Gm29613,313,False,False,False,False,40.58
56857,ENSMUSG00000100758.2,Gm3332,928,False,False,False,False,47.84
56858,ENSMUSG00000100759.8,1700029B22Rik,4017,True,False,False,False,45.45
56859,ENSMUSG00000100760.3,Gm4035,5849,True,False,False,False,45.16
56860,ENSMUSG00000100761.2,Gm29344,210,False,False,False,False,47.62
56861,ENSMUSG00000100762.2,Gm8403,1298,False,False,False,False,39.21
56862,ENSMUSG00000100763.3,Gm28777,2221,True,False,False,False,40.33
56863,ENSMUSG00000100764.2,Gm29155,485,True,False,False,False,40.52
56864,ENSMUSG00000100765.2,Gm28684,1938,True,False,False,False,40.37
56865,ENSMUSG00000100767.2,Gm3508,792,False,False,False,False,43.56
56866,ENSMUSG00000100768.2,Gm29055,1710,True,False,False,False,41.87
56867,ENSMUSG00000100769.3,Gm28893,3704,True,False,False,False,38.97
56868,ENSMUSG00000100770.2,Gm28466,659,False,False,False,False,46.76
56869,ENSMUSG00000100771.2,Gm28618,567,False,False,False,False,43.92
56870,ENSMUSG00000100772.2,Gm28350,696,False,False,False,False,44.97
56871,ENSMUSG00000100773.2,Gm28366,615,False,False,False,False,44.88
56872,ENSMUSG00000100774.2,Gm7329,210,False,False,False,False,40.95
56873,ENSMUSG00000100775.2,Gm29107,347,True,False,False,False,25.65
56874,ENSMUSG00000100776.2,Gm18254,1204,False,False,False,False,42.81
56875,ENSMUSG00000100777.3,4930598F16Rik,3606,True,False,False,False,37.31
56876,ENSMUSG00000100778.2,Gm28908,356,True,False,False,False,38.94
56877,ENSMUSG00000100779.2,Sphkos,766,True,False,False,False,54.34
56878,ENSMUSG00000100780.2,Gm28579,369,True,False,False,False,35.23
56879,ENSMUSG00000100781.2,Gm29481,1049,True,False,False,False,52.84
56880,ENSMUSG00000100782.2,Gm28231,2599,True,False,False,False,42.85
56881,ENSMUSG00000100784.2,Gm28421,356,True,False,False,False,38.89
56882,ENSMUSG00000100785.2,Gm29333,696,False,False,False,False,45.26
56883,ENSMUSG00000100786.2,Gm28940,1682,True,False,False,False,43.47
56884,ENSMUSG00000100787.7,Gm28316,1933,True,False,False,False,40.37
56885,ENSMUSG00000100788.2,Gm21122,3452,False,False,False,False,49.11
56886,ENSMUSG00000100789.8,Gm29508,2319,True,False,False,False,55.35
56887,ENSMUSG00000100790.7,Gm28518,1935,True,False,False,False,40.39
56888,ENSMUSG00000100791.2,Gm28199,619,True,False,False,False,49.38
56889,ENSMUSG00000100792.2,Gm29161,699,False,False,False,False,42.2
56890,ENSMUSG00000100794.2,Gm29667,490,False,False,False,False,52.45
56891,ENSMUSG00000100795.4,Gm29208,11061,True,False,False,False,48.15
56892,ENSMUSG00000100796.2,Gm28163,325,True,False,False,False,46.77
56893,ENSMUSG00000100797.2,Gm28596,696,False,False,False,False,43.97
56894,ENSMUSG00000100798.3,Gm19589,8195,True,False,False,False,44.84
56895,ENSMUSG00000100799.4,1700027H10Rik,1594,True,False,False,False,34.45
56896,ENSMUSG00000100800.2,Gm21301,699,False,False,False,False,44.64
56897,ENSMUSG00000100801.2,Gm15459,1941,False,False,False,False,48.79
56898,ENSMUSG00000100802.2,Gm20889,696,False,False,False,False,44.97
56899,ENSMUSG00000100803.2,Gm28251,695,False,False,False,False,45.18
56900,ENSMUSG00000100804.2,Gm28150,614,False,False,False,False,45.28
56901,ENSMUSG00000100805.2,Gm29108,1936,True,False,False,False,40.01
56902,ENSMUSG00000100806.2,Gm28396,379,False,False,False,False,43.27
56903,ENSMUSG00000100807.5,Gm29521,6084,True,False,False,False,41.65
56905,ENSMUSG00000100808.2,Gm28594,661,False,False,False,False,42.04
56906,ENSMUSG00000100809.2,Gm28612,416,True,False,False,False,40.9
56907,ENSMUSG00000100810.2,Gm29086,222,False,False,False,False,40.99
56908,ENSMUSG00000100811.3,Gm29083,14088,True,False,False,False,47.79
56909,ENSMUSG00000100812.3,A730098A19Rik,2152,True,False,False,False,44.93
56910,ENSMUSG00000100813.3,Gm28874,4011,True,False,False,False,49.15
56911,ENSMUSG00000100814.2,Gm28669,100,False,False,False,False,40.0
56912,ENSMUSG00000100815.2,Gm29112,3487,True,False,False,False,38.08
56913,ENSMUSG00000100816.2,Gm28321,2327,True,False,False,False,44.18
56914,ENSMUSG00000100817.2,Gm29302,2167,True,False,False,False,45.35
56915,ENSMUSG00000100818.2,Gm21287,696,False,False,False,False,45.4
56916,ENSMUSG00000100819.2,Gm2693,571,False,False,False,False,42.86
56917,ENSMUSG00000100820.2,Gm28945,2165,True,False,False,False,45.49
56918,ENSMUSG00000100821.2,Gm28894,615,False,False,False,False,45.2
56919,ENSMUSG00000100822.2,Gm29275,1925,True,False,False,False,40.28
56920,ENSMUSG00000100823.2,Gm28704,2169,True,False,False,False,45.38
56921,ENSMUSG00000100825.2,Itpa-ps2,589,False,False,False,False,52.8
56922,ENSMUSG00000100826.8,Snhg14,34723,True,False,False,False,43.12
56924,ENSMUSG00000100830.3,Gm28441,5096,True,False,False,False,47.9
56925,ENSMUSG00000100831.2,Gm17847,1127,False,False,False,False,48.18
56926,ENSMUSG00000100832.4,Gm29260,30672,True,False,False,False,37.93
56927,ENSMUSG00000100833.2,Gm28988,1897,True,False,False,False,36.77
56928,ENSMUSG00000100834.2,Gm21285,693,False,False,False,False,45.45
56929,ENSMUSG00000100835.2,Gm28907,615,False,False,False,False,45.04
56930,ENSMUSG00000100836.2,Gm28215,346,True,False,False,False,49.78
56931,ENSMUSG00000100837.10,1700063D05Rik,12794,True,False,False,False,45.73
56932,ENSMUSG00000100838.2,Gm29094,664,False,True,False,False,39.73
56933,ENSMUSG00000100839.2,Gm5920,853,False,False,False,False,44.2
56934,ENSMUSG00000100841.2,Gm21115,2578,False,False,False,False,48.46
56935,ENSMUSG00000100842.2,Gm17790,1228,False,False,False,False,37.46
56936,ENSMUSG00000100843.2,Gm8307,1150,False,False,False,False,50.09
56937,ENSMUSG00000100844.3,1810007C17Rik,1344,True,False,False,False,33.94
56938,ENSMUSG00000100845.2,Gm28770,693,False,False,False,False,45.17
56939,ENSMUSG00000100846.2,Gm28845,733,False,True,False,False,43.6
56940,ENSMUSG00000100847.2,Gm28676,591,True,False,False,False,48.22
56941,ENSMUSG00000100848.2,Gm29281,381,False,False,False,False,47.51
56942,ENSMUSG00000100849.2,Gm28663,1935,True,False,False,False,40.24
56943,ENSMUSG00000100850.3,4930434B07Rik,8299,True,False,False,False,50.36
56944,ENSMUSG00000100852.2,Gm29056,1924,True,False,False,False,40.43
56945,ENSMUSG00000100853.2,Gm28232,315,False,False,False,False,40.32
56946,ENSMUSG00000100854.2,Gm28057,615,False,False,False,False,45.2
56947,ENSMUSG00000100856.2,Gm21627,918,False,True,False,False,35.5
56948,ENSMUSG00000100857.4,1700041M19Rik,9253,True,False,False,False,39.46
56949,ENSMUSG00000100858.2,Gm28400,380,False,False,False,False,45.53
56950,ENSMUSG00000100859.7,Gm28725,622,True,False,False,False,40.91
56951,ENSMUSG00000100860.3,2010009K17Rik,579,True,False,False,False,46.95
56952,ENSMUSG00000100861.2,Gm29382,615,False,False,False,False,44.88
56953,ENSMUSG00000100862.2,Atp6-ps,678,False,False,False,False,36.14
56954,ENSMUSG00000100863.2,Gm12669,1009,False,False,False,False,46.78
56955,ENSMUSG00000100864.2,Gm21302,696,False,False,False,False,45.83
56956,ENSMUSG00000100865.5,Gm9320,473,False,False,False,False,44.19
56957,ENSMUSG00000100866.2,Gm28830,213,False,False,False,False,44.6
56958,ENSMUSG00000100867.2,Gm18981,1599,False,False,False,False,48.47
56959,ENSMUSG00000100868.2,Gm28095,1515,True,False,False,False,43.3
56960,ENSMUSG00000100869.2,Gm20846,693,False,False,False,False,45.45
56961,ENSMUSG00000100870.2,Gm21720,696,False,False,False,False,45.4
56962,ENSMUSG00000100871.2,Gm29213,658,True,False,False,False,50.95
56963,ENSMUSG00000100872.4,1700065J18Rik,5316,True,False,False,False,46.95
56964,ENSMUSG00000100873.2,Gm28243,615,False,False,False,False,45.04
56965,ENSMUSG00000100874.2,Gm28598,615,False,False,False,False,45.2
56966,ENSMUSG00000100875.7,Gm28987,537,True,False,False,False,41.23
56967,ENSMUSG00000100876.2,2810454H06Rik,3148,True,False,False,False,43.46
56968,ENSMUSG00000100877.2,Gm28534,676,False,False,False,False,44.38
56969,ENSMUSG00000100878.2,Gm29196,618,False,False,False,False,44.82
56970,ENSMUSG00000100879.2,Gm28743,2168,True,False,False,False,45.27
56971,ENSMUSG00000100880.3,Gm6610,762,False,False,False,False,48.3
56972,ENSMUSG00000100881.2,Gm21824,696,False,False,False,False,45.26
56973,ENSMUSG00000100882.2,Gm20849,696,False,False,False,False,45.69
56974,ENSMUSG00000100883.2,Gm28773,696,False,False,False,False,43.82
56975,ENSMUSG00000100884.2,Gm28281,187,False,False,False,False,53.48
56976,ENSMUSG00000100885.2,Gm29446,2166,True,False,False,False,45.45
56977,ENSMUSG00000100886.2,Gm7195,1707,False,False,False,False,39.13
56978,ENSMUSG00000100887.2,Gm29297,1936,True,False,False,False,40.43
56979,ENSMUSG00000100888.2,Gm29567,615,False,False,False,False,44.88
56980,ENSMUSG00000100889.2,Gm28204,614,False,False,False,False,44.79
56981,ENSMUSG00000100890.2,1700085C21Rik,1082,True,False,False,False,45.92
56982,ENSMUSG00000100892.2,Gm20897,923,False,True,False,False,35.58
56983,ENSMUSG00000100893.2,Gm28083,538,True,False,False,False,41.03
56984,ENSMUSG00000100894.2,Gm8304,584,False,False,False,False,47.66
56985,ENSMUSG00000100895.2,Gm28685,1101,False,False,False,False,50.77
56986,ENSMUSG00000100896.2,Gm28217,648,True,False,False,False,35.71
56987,ENSMUSG00000100897.2,Gm29634,696,False,False,False,False,43.53
56988,ENSMUSG00000100898.8,Gm29178,615,False,False,False,False,45.04
56989,ENSMUSG00000100899.3,Or5d39,5376,False,True,False,False,34.97
56990,ENSMUSG00000100900.7,Gm28850,622,True,False,False,False,40.55
56991,ENSMUSG00000100901.2,Gm18829,1622,False,False,False,False,39.09
56992,ENSMUSG00000100902.2,Gm20850,924,False,True,False,False,35.53
56993,ENSMUSG00000100903.2,Scgb2b31-ps,328,False,False,False,False,45.4
56994,ENSMUSG00000100904.2,Gm28559,139,False,False,False,False,46.04
56995,ENSMUSG00000100905.3,Gm28075,2939,True,False,False,False,44.66
56996,ENSMUSG00000100906.2,Gm29238,695,False,False,False,False,45.18
56997,ENSMUSG00000100907.2,Gm29310,696,False,False,False,False,44.83
56998,ENSMUSG00000100908.3,Gm28888,4178,True,False,False,False,46.53
56999,ENSMUSG00000100910.3,Gm29128,14806,True,False,False,False,40.74
57000,ENSMUSG00000100911.4,1700027F09Rik,16281,True,False,False,False,45.61
57001,ENSMUSG00000100912.2,Gm2021,464,False,False,False,False,51.08
57002,ENSMUSG00000100913.2,Gm8392,835,False,False,False,False,37.84
57003,ENSMUSG00000100914.2,Gm28679,1937,True,False,False,False,39.97
57004,ENSMUSG00000100915.7,Gm29321,1937,True,False,False,False,39.97
57005,ENSMUSG00000100916.4,Lhb,678,False,True,False,False,59.55
57006,ENSMUSG00000100917.2,Gm18751,2013,False,False,False,False,42.23
57007,ENSMUSG00000100918.2,Gm19224,793,False,False,False,False,37.45
57008,ENSMUSG00000100919.2,Gm28655,692,False,False,False,False,44.51
57009,ENSMUSG00000100920.2,Gm18348,820,False,False,False,False,45.37
57010,ENSMUSG00000100922.2,Gm8520,868,False,False,False,False,56.8
57011,ENSMUSG00000100923.3,Or2y1b,3718,False,True,False,False,40.27
57012,ENSMUSG00000100925.2,Gm28898,2167,True,False,False,False,45.36
57013,ENSMUSG00000100926.2,Gm5329,463,False,False,False,False,45.57
57014,ENSMUSG00000100927.3,Gm28536,2542,True,False,False,False,50.15
57015,ENSMUSG00000100928.7,Gm28487,1924,True,False,False,False,40.41
57016,ENSMUSG00000100929.2,Gm28064,858,False,False,False,False,38.37
57017,ENSMUSG00000100930.2,Gm28866,2167,True,False,False,False,45.53
