,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo,is_oxphos,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts
42211,ENSMUSG00000108240.2,Gm5317,847.0,39.07910271546635,False,False,False,False,False,0.0,0.0,2.0,2.8435562896190675e-06,1.0,2.3651279384379236e-06,1.0,1.5863854886143975e-06
42212,ENSMUSG00000108241.2,Gm44252,330.0,48.78787878787879,False,False,False,False,False,0.0,0.0,1.0,1.8917766291622405e-06,0.0,0.0,0.0,0.0
42213,ENSMUSG00000108242.2,9330118I20Rik,2777.5,40.96899153528095,True,False,False,False,False,1.0,3.4018318644907596e-06,1.0,2.192211033757516e-06,2.0,3.0806985205821697e-06,3.0,3.742350407982505e-06
42214,ENSMUSG00000108244.3,Gm44077,628.7777777777778,45.302878803958365,True,False,False,False,False,52.0,0.00016683322611347708,39.0,6.296722536104659e-05,46.0,9.48653593903835e-05,57.0,7.406756652780722e-05
42219,ENSMUSG00000108249.2,Gm43960,5020.0,36.49402390438247,False,False,False,False,False,12.0,3.936536944531365e-05,0.0,0.0,0.0,0.0,0.0,0.0
42224,ENSMUSG00000108254.2,Gm43908,1472.0,38.65489130434783,False,False,False,False,False,1.0,3.1778603265454722e-06,5.0,6.08897874474425e-06,0.0,0.0,5.0,6.394654710400693e-06
42227,ENSMUSG00000108257.2,Gm44251,442.0,38.91402714932127,False,False,False,False,False,0.0,0.0,1.0,2.237856785592715e-06,0.0,0.0,1.0,1.8447717550154315e-06
42228,ENSMUSG00000108258.2,Gm43913,3029.0,42.48927038626609,True,False,False,False,False,13.0,3.493460517615343e-05,33.0,5.2807739102088774e-05,59.0,0.00011936074745362097,70.0,9.181306399349213e-05
42229,ENSMUSG00000108259.2,Gm6727,1518.0,44.26877470355731,False,False,False,False,False,0.0,0.0,1.0,1.9592499924498193e-06,0.0,0.0,0.0,0.0
42230,ENSMUSG00000108260.2,Gm3793,672.0,43.00595238095239,False,False,False,False,False,101.0,0.00032825819540691195,0.0,0.0,0.0,0.0,0.0,0.0
42237,ENSMUSG00000108267.2,Gm44190,1401.0,47.82298358315489,True,False,False,False,False,32.0,0.00010600148511402839,0.0,0.0,0.0,0.0,0.0,0.0
42238,ENSMUSG00000108268.2,Gm44187,1929.0,42.97563504406428,False,False,False,False,False,2491.0,0.008419185670158999,0.0,0.0,0.0,0.0,0.0,0.0
42239,ENSMUSG00000108269.3,Gm18422,1032.0,41.66666666666667,False,False,False,False,False,9.0,2.69031447786783e-05,1.0,1.4229410381127705e-06,7.0,1.416253463555147e-05,6.0,8.375167566693697e-06
42243,ENSMUSG00000108274.3,Gm44169,1360.4,42.35235129727785,True,False,False,False,False,2.0,6.5025695907173906e-06,13.0,2.0468512101597694e-05,5.0,1.0973090475791662e-05,16.0,2.1561985271984333e-05
42245,ENSMUSG00000108276.4,Gm36640,1493.25,48.07821244226802,True,False,False,False,False,37.0,0.00011654833516272872,46.0,8.161290825610328e-05,87.0,0.00017489975474509762,87.0,0.00012373127277371678
42246,ENSMUSG00000108278.2,Gm44194,3229.0,38.34004335707649,False,False,False,False,False,6.0,2.0104035760114954e-05,11.0,1.9716759027702126e-05,4.0,8.21040944666189e-06,11.0,1.4359941891185764e-05
42247,ENSMUSG00000108279.2,Gm44024,476.0,48.94957983193277,False,False,False,False,False,1.0,3.210760668156815e-06,0.0,0.0,0.0,0.0,0.0,0.0
42249,ENSMUSG00000108282.3,Gm44317,1415.5,51.809617834337246,True,False,False,False,False,4.0,1.2633672434078428e-05,15.0,2.2830001755926374e-05,43.0,9.033736546317307e-05,40.0,5.267390394791734e-05
42250,ENSMUSG00000108283.2,Gm44008,412.0,49.029126213592235,False,False,False,False,False,1.0,2.946676589645166e-06,0.0,0.0,0.0,0.0,0.0,0.0
42252,ENSMUSG00000108285.3,Gm34358,704.4444444444445,53.110497035490916,True,False,False,False,False,7.0,1.8399740131827534e-05,9.0,1.3804766603570654e-05,7.0,1.4788175322741273e-05,12.0,1.6404611780096154e-05
42256,ENSMUSG00000108289.4,Gm44174,735.0,47.39843165094122,True,False,False,False,False,1878.0,0.006617867186804235,5010.0,0.009629882689546747,3879.0,0.008851831257407131,6003.0,0.00953357370639451
42257,ENSMUSG00000108290.2,Gm44120,3023.0,38.5047965597089,False,False,False,False,False,1.0,2.069346897157211e-06,2.0,3.818261064506989e-06,1.0,3.0120024706753474e-06,2.0,3.867068702778357e-06
42258,ENSMUSG00000108291.2,Gm44292,2364.0,45.5160744500846,False,False,False,False,False,480.0,0.001534419701323081,0.0,0.0,0.0,0.0,0.0,0.0
42259,ENSMUSG00000108292.2,Gm44050,527.0,42.8842504743833,False,False,False,False,False,1.0,3.408375971224004e-06,5.0,8.020981388115658e-06,1.0,2.143476044382457e-06,4.0,4.627387987286984e-06
42260,ENSMUSG00000108293.2,Pla2g4c-ps,1364.0,46.26099706744868,False,False,False,False,False,18.0,5.168911943077614e-05,79.0,0.00013782784400098762,38.0,7.096630659388517e-05,85.0,0.00011479198565274685
42262,ENSMUSG00000108295.4,Gm36406,756.55,37.85990940358639,True,False,False,False,False,5.0,1.749583502621442e-05,22.0,3.573676322698347e-05,17.0,3.574313111702773e-05,18.0,2.4054749779310785e-05
42263,ENSMUSG00000108296.2,Gm44295,437.0,34.09610983981693,False,False,False,False,False,1.0,2.183509563403907e-06,1.0,1.9845307800360985e-06,0.0,0.0,0.0,0.0
42264,ENSMUSG00000108297.2,Gm44167,1878.0,49.52076677316294,True,False,False,False,False,1.0,2.167459322358543e-06,0.0,0.0,0.0,0.0,0.0,0.0
42265,ENSMUSG00000108298.2,Gm44226,1195.0,41.42259414225941,True,False,False,False,False,69.0,0.00022626858109731324,23.0,4.185301475405208e-05,18.0,3.712969589913951e-05,29.0,4.0988461382265836e-05
42268,ENSMUSG00000108301.2,Gm45127,1015.0,49.6551724137931,False,False,False,False,False,0.0,0.0,1.0,2.154670532234449e-06,1.0,1.367447674414775e-06,1.0,1.8517954948061667e-06
42270,ENSMUSG00000108303.2,Gm39075,512.0,45.1171875,True,False,False,False,False,0.0,0.0,12.0,1.942829656129463e-05,15.0,3.348304127968453e-05,14.0,1.9795153082353234e-05
42272,ENSMUSG00000108305.2,Gm19078,727.0,45.529573590096284,False,False,False,False,False,3.0,7.766365412066138e-06,2.0,2.749701975423589e-06,8.0,1.714784682254331e-05,6.0,8.5615676177005e-06
42273,ENSMUSG00000108306.2,Gm44640,247.0,54.655870445344135,False,False,False,False,False,3.0,1.0440573423447379e-05,1.0,2.179574046371421e-06,0.0,0.0,1.0,1.8434209905607895e-06
42275,ENSMUSG00000108308.3,Gm45218,1269.0,50.80225417009944,True,False,False,False,False,1.0,3.0317023785549e-06,1.0,1.3958097922535496e-06,0.0,0.0,0.0,0.0
42276,ENSMUSG00000108309.2,Gm44703,248.0,45.564516129032256,False,False,False,False,False,3.0,8.906553273778247e-06,0.0,0.0,0.0,0.0,0.0,0.0
42277,ENSMUSG00000108310.2,Gm44712,1076.0,37.267657992565056,False,False,False,False,False,7.0,2.16253227954161e-05,29.0,5.093777697475741e-05,4.0,9.153375944434258e-06,30.0,4.208623617067983e-05
42278,ENSMUSG00000108311.3,Gm44737,2206.5,48.11687186248476,True,False,False,False,False,37.0,0.00011534635780101011,365.0,0.0006162923894413498,156.0,0.0003244674680497879,354.0,0.0004945727333655007
42280,ENSMUSG00000108313.3,Gm45052,555.8,47.69646690775143,True,False,False,False,False,7.0,2.3957627869460787e-05,0.0,0.0,0.0,0.0,0.0,0.0
42281,ENSMUSG00000108314.2,Prkcz2,1756.0,53.53075170842825,False,False,False,False,False,8.0,2.2921441680965202e-05,5.0,8.767682936360335e-06,21.0,4.3544601095673055e-05,21.0,3.038769094239325e-05
42282,ENSMUSG00000108315.2,Gm44601,2720.0,34.669117647058826,True,False,False,False,False,0.0,0.0,0.0,0.0,2.0,4.255659276406734e-06,1.0,1.4138024371193344e-06
42284,ENSMUSG00000108317.2,Gm44663,3150.0,46.85714285714286,False,False,False,False,False,474.0,0.0015277759969035117,0.0,0.0,0.0,0.0,0.0,0.0
42285,ENSMUSG00000108318.2,Gm45170,1671.0,51.526032315978455,False,False,False,False,False,1.0,2.2195252197811645e-06,0.0,0.0,0.0,0.0,0.0,0.0
42286,ENSMUSG00000108319.2,Gm44552,1247.0,42.662389735364876,False,False,False,False,False,52.0,0.00015219127355318285,0.0,0.0,0.0,0.0,0.0,0.0
42287,ENSMUSG00000108320.2,Gm44877,274.0,53.64963503649635,True,False,False,False,False,129.0,0.0004000714775572351,22.0,3.8353252185787325e-05,243.0,0.0004908214684731253,190.0,0.0002526517758264713
42288,ENSMUSG00000108321.3,Gm44649,563.1818181818181,51.02464058661901,True,False,False,False,False,12.0,3.4413069436099046e-05,136.0,0.00022988364522784422,225.0,0.0004736230103587196,264.0,0.00037297481468538435
42289,ENSMUSG00000108322.5,5430431A17Rik,878.1666666666666,51.60267125088918,True,False,False,False,False,1929.0,0.007325085603531927,40.0,6.577571968955334e-05,147.0,0.00031012038225770443,118.0,0.00017247713975691392
42292,ENSMUSG00000108325.2,Gm44898,2223.0,41.65542060278902,False,False,False,False,False,0.0,0.0,0.0,0.0,2.0,4.458248119526744e-06,0.0,0.0
42293,ENSMUSG00000108326.2,Gm17838,876.0,40.52511415525114,False,False,False,False,False,0.0,0.0,1.0,1.5965868108420792e-06,1.0,1.9695121066117535e-06,1.0,1.3427885397543634e-06
42294,ENSMUSG00000108327.2,Gm44939,814.0,49.75429975429975,True,False,False,False,False,0.0,0.0,5.0,8.462910540681661e-06,0.0,0.0,3.0,4.691111135401028e-06
42296,ENSMUSG00000108329.2,Gm44725,391.0,54.47570332480819,True,False,False,False,False,0.0,0.0,2.0,3.505922124981584e-06,1.0,2.0672575044054235e-06,1.0,1.5719294011367348e-06
42299,ENSMUSG00000108332.2,D530033B14Rik,381.0,49.12749287749288,True,False,False,False,False,5.0,1.49930124617317e-05,67.0,0.00011634227390508579,132.0,0.00027422549312420484,141.0,0.0002004188619898523
42300,ENSMUSG00000108333.2,Gm45095,254.0,74.40944881889764,True,False,False,False,False,1.0,4.656771954128119e-06,0.0,0.0,4.0,7.697527727959933e-06,2.0,2.5077256556738157e-06
42301,ENSMUSG00000108334.3,Gm30771,1064.5714285714287,48.814141929881984,True,False,False,False,False,15.0,4.6039845450259996e-05,42.0,7.917515575029657e-05,36.0,8.271937173943217e-05,56.0,8.720367948412028e-05
42308,ENSMUSG00000108341.2,Gm44746,1349.0,43.365455893254264,False,False,False,False,False,220.0,0.0007079921364916563,0.0,0.0,0.0,0.0,0.0,0.0
42309,ENSMUSG00000108342.2,Gm29920,754.0,41.90981432360743,False,False,False,False,False,0.0,0.0,2.0,2.6411311634767077e-06,0.0,0.0,0.0,0.0
42312,ENSMUSG00000108345.2,4933435G04Rik,2108.0,46.53700189753321,True,False,False,False,False,0.0,0.0,1.0,2.1766920398840643e-06,0.0,0.0,0.0,0.0
42314,ENSMUSG00000108347.2,Gm19187,892.0,50.672645739910315,False,False,False,False,False,6.0,2.0037173694944988e-05,2.0,2.779668030924522e-06,9.0,1.933049722223894e-05,10.0,1.435402421095402e-05
42315,ENSMUSG00000108348.3,Pnma8c,5067.0,47.72054470100651,False,True,False,False,False,379.0,0.001286884884082206,210.0,0.00037020196052505236,465.0,0.0009895124914732299,496.0,0.0007120904354936818
42316,ENSMUSG00000108349.2,Gm18599,1125.0,45.68888888888889,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,1.8285995348145195e-06,0.0,0.0
42317,ENSMUSG00000108350.2,Gm44950,2296.0,46.16724738675958,False,False,False,False,False,70.0,0.00022130903224801176,8.0,1.277351978656289e-05,9.0,1.7489920089003242e-05,12.0,1.5272027132963562e-05
42318,ENSMUSG00000108351.3,Gm36736,848.8,49.15701061810965,True,False,False,False,False,2.0,6.4517263439411535e-06,11.0,1.840480285597624e-05,19.0,4.033939339805564e-05,16.0,2.2881458719273395e-05
42319,ENSMUSG00000108352.2,Usf2-ps1,311.0,55.30546623794213,False,False,False,False,False,0.0,0.0,0.0,0.0,3.0,5.703453128720111e-06,1.0,1.2269722976290791e-06
42320,ENSMUSG00000108353.2,Gm45205,3330.0,46.90690690690691,False,False,False,False,False,619.0,0.00204703436319294,133.0,0.0002255217553883308,126.0,0.00025834839578958566,191.0,0.00025503690732049975
42321,ENSMUSG00000108354.3,4931431B13Rik,717.0,50.3990509213676,True,False,False,False,False,2.0,5.519200201888925e-06,14.0,2.670253552661285e-05,21.0,4.8922680603109255e-05,23.0,3.680101524681477e-05
42323,ENSMUSG00000108356.2,9130221F21Rik,2631.0,44.84986697073356,True,False,False,False,False,0.0,0.0,9.0,1.5559325228943736e-05,3.0,6.708830982752616e-06,9.0,1.3024474605173846e-05
42324,ENSMUSG00000108357.2,Snrp1c-ps1,474.0,56.118143459915615,False,False,False,False,False,0.0,0.0,1.0,9.332594868998363e-07,0.0,0.0,1.0,7.178463760359738e-07
42325,ENSMUSG00000108358.2,Gm44509,1324.0,37.99093655589124,False,False,False,False,False,3.0,7.712557877981688e-06,2.0,2.5069316225702215e-06,2.0,4.206009941809367e-06,3.0,4.682978638870552e-06
42326,ENSMUSG00000108359.2,C430039J01Rik,957.0,35.94566353187043,False,False,False,False,False,47.0,0.00015241787038840562,0.0,0.0,0.0,0.0,0.0,0.0
42327,ENSMUSG00000108360.3,Gm36159,542.6666666666666,50.30986243964818,True,False,False,False,False,27.0,8.849430333913919e-05,20.0,3.540565965148848e-05,23.0,4.973670171913694e-05,31.0,4.4074809665126054e-05
42328,ENSMUSG00000108361.3,Gm44796,780.5,50.8004305410808,True,False,False,False,False,2.0,5.337483671789135e-06,3.0,5.942649898695466e-06,4.0,6.7139850551789926e-06,6.0,8.315088208234585e-06
42330,ENSMUSG00000108363.2,Gm44615,358.0,42.737430167597765,False,False,False,False,False,1.0,2.151571032923486e-06,0.0,0.0,0.0,0.0,0.0,0.0
42331,ENSMUSG00000108364.3,Gm38997,730.0769230769231,40.630642378790306,True,False,False,False,False,6.0,2.0487417902755423e-05,5.0,8.741298020352321e-06,8.0,1.728951915674617e-05,9.0,1.3994411946257105e-05
42332,ENSMUSG00000108365.2,Gm44951,2024.0,45.89920948616601,False,False,False,False,False,362.0,0.0012172959965241325,0.0,0.0,0.0,0.0,0.0,0.0
42333,ENSMUSG00000108366.2,Gm5586,795.0,46.540880503144656,False,False,False,False,False,10.0,2.9524872247333952e-05,10.0,1.221606062869767e-05,5.0,1.0716683767754962e-05,10.0,1.2585177668498309e-05
42334,ENSMUSG00000108367.3,Erfl,1152.0,62.239583333333336,False,True,False,False,False,23.0,7.312600519360564e-05,1.0,1.7317769036672475e-06,26.0,5.419871283377721e-05,24.0,3.4808628413678776e-05
42335,ENSMUSG00000108368.2,Gm45053,2499.0,47.979191676670666,False,False,False,False,False,140.0,0.00044392832369201927,228.0,0.0003903657372861783,212.0,0.00044255454791298864,328.0,0.00045851739226956153
42336,ENSMUSG00000108370.2,Gm8209,553.0,45.388788426763114,False,False,False,False,False,3.0,9.821202492921117e-06,2.0,1.87853467904358e-06,0.0,0.0,1.0,8.310447631306811e-07
42337,ENSMUSG00000108371.3,Gm38832,1002.0,48.36746044825313,True,False,False,False,False,6.0,1.5941342978597223e-05,4.0,8.315678307058165e-06,3.0,6.540996241706864e-06,6.0,1.035487175839576e-05
42338,ENSMUSG00000108372.2,Gm45124,2755.0,47.005444646098006,False,False,False,False,False,7.0,2.0312659146482982e-05,0.0,0.0,0.0,0.0,0.0,0.0
42339,ENSMUSG00000108373.3,Gm45168,807.8,56.97735249501686,True,False,False,False,False,15.0,4.7257103223703367e-05,4.0,5.6778641519603215e-06,0.0,0.0,4.0,4.576375839091892e-06
42340,ENSMUSG00000108374.2,Gm33626,828.0,47.82608695652174,False,False,False,False,False,1.0,1.930373492100129e-06,2.0,2.420724664780773e-06,4.0,8.29041144997935e-06,2.0,2.9066769181550087e-06
42343,ENSMUSG00000108377.2,Gm18642,1400.0,52.92857142857142,False,False,False,False,False,0.0,0.0,1.0,1.345316144982746e-06,0.0,0.0,0.0,0.0
42344,ENSMUSG00000108378.2,Gm44641,323.0,56.03715170278638,True,False,False,False,False,0.0,0.0,0.0,0.0,15.0,2.8755844081038587e-05,9.0,1.16276633383472e-05
42345,ENSMUSG00000108379.2,A730082K24Rik,851.0,45.43165517486277,True,False,False,False,False,13.0,4.656633241543558e-05,5.0,7.901302649431191e-06,10.0,2.1236490700848327e-05,8.0,1.004220420964169e-05
42347,ENSMUSG00000108381.2,Gm9299,1140.0,44.122807017543856,False,False,False,False,False,0.0,0.0,0.0,0.0,2.0,3.209707165839133e-06,2.0,1.9047493008702102e-06
42348,ENSMUSG00000108382.3,4930448A20Rik,907.3333333333334,53.16279712530392,True,False,False,False,False,5.0,1.5926631035059394e-05,1.0,1.6607582800729313e-06,0.0,0.0,0.0,0.0
42349,ENSMUSG00000108383.3,Gm6567,1523.5,47.95920158039349,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,1.9183480321752317e-06,1.0,1.712369703569851e-06
42350,ENSMUSG00000108384.2,Gm45082,601.0,46.25623960066555,False,False,False,False,False,1.0,2.069346897157211e-06,0.0,0.0,0.0,0.0,0.0,0.0
42352,ENSMUSG00000108387.3,Gm31510,666.0,50.328642935225396,True,False,False,False,False,1.0,2.873553040805139e-06,3.0,4.882943627872208e-06,6.0,1.3682447253115411e-05,6.0,8.575467200600584e-06
42353,ENSMUSG00000108388.2,Gm44673,996.0,44.77911646586345,False,False,False,False,False,97.0,0.0002885151524742227,0.0,0.0,0.0,0.0,0.0,0.0
42354,ENSMUSG00000108389.2,Gm45206,2285.0,47.08971553610503,False,False,False,False,False,80.0,0.00025065938385226315,0.0,0.0,0.0,0.0,0.0,0.0
42355,ENSMUSG00000108390.3,Gm39038,496.0,48.486887942609634,True,False,False,False,False,2.0,7.181080711824124e-06,0.0,0.0,0.0,0.0,0.0,0.0
42356,ENSMUSG00000108391.2,Gm9768,2861.0,57.077944774554354,False,False,False,False,False,7.0,2.239254133024536e-05,3.0,3.791382106712363e-06,10.0,2.0480282583773073e-05,11.0,1.535897520408212e-05
42358,ENSMUSG00000108393.4,Gm32633,731.6428571428571,51.711792067021214,True,False,False,False,False,991.0,0.00344479559416864,1413.0,0.002544636486931851,2034.0,0.004492304219879808,2430.0,0.003632755665024567
42359,ENSMUSG00000108394.2,Gm45477,5498.0,41.37868315751182,False,False,False,False,False,577.0,0.0018846109529193425,0.0,0.0,0.0,0.0,0.0,0.0
42360,ENSMUSG00000108396.2,Gm6905,511.0,50.68493150684932,False,False,False,False,False,22.0,6.536884457952317e-05,5.0,8.214116708578634e-06,2.0,5.048565563032321e-06,6.0,9.639104353992902e-06
42365,ENSMUSG00000108402.2,9430064I24Rik,2669.0,55.18920944173848,False,False,False,False,False,14.0,4.575304474098965e-05,1.0,1.7602094064556221e-06,11.0,2.3011903580053137e-05,8.0,1.2019356349105365e-05
42366,ENSMUSG00000108403.2,Gm45122,784.0,47.704081632653065,False,False,False,False,False,3.0,1.039868902039334e-05,10.0,1.6329679624779562e-05,10.0,1.7246451595890742e-05,11.0,1.2602325394407978e-05
42368,ENSMUSG00000108405.2,Ywhaq-ps1,710.0,57.605633802816904,False,False,False,False,False,0.0,0.0,1.0,2.2883348289510167e-06,9.0,1.9728401718377508e-05,8.0,1.1170577691642166e-05
42369,ENSMUSG00000108406.2,Klk1b15-ps,715.0,48.81118881118881,False,False,False,False,False,0.0,0.0,0.0,0.0,2.0,4.20476115674822e-06,0.0,0.0
42371,ENSMUSG00000108409.3,1700025J12Rik,703.2222222222222,49.51474934457299,True,False,False,False,False,0.0,0.0,5.0,8.7299961937418e-06,6.0,1.5047361130751014e-05,7.0,1.0739951599095505e-05
42372,ENSMUSG00000108410.2,Gm44740,1614.0,47.58364312267658,False,False,False,False,False,0.0,0.0,3.0,5.329721250885077e-06,0.0,0.0,1.0,1.508957239814888e-06
42376,ENSMUSG00000108414.4,Snhg1,1099.5714285714287,41.107595458670836,True,False,False,False,False,3797.0,0.012885899647149363,3045.0,0.005519520112358059,2424.0,0.005251905030085311,3812.0,0.005662069037314541
42377,ENSMUSG00000108415.2,Gm30146,605.0,47.603305785123965,True,False,False,False,False,10.0,3.435113542497994e-05,2.0,3.028192089986713e-06,1.0,2.2784887791437884e-06,2.0,2.4903849484889353e-06
42379,ENSMUSG00000108417.4,Gm30928,856.2,50.09776161387272,True,False,False,False,False,98.0,0.00032271321789875804,89.0,0.00015360037149573662,55.0,0.00011219006460160725,105.0,0.00014091042324529534
42380,ENSMUSG00000108418.2,Gm44627,1531.0,47.419986936642715,False,False,False,False,False,8.0,2.713888800126293e-05,0.0,0.0,0.0,0.0,0.0,0.0
42381,ENSMUSG00000108419.2,Gm45020,381.0,49.343832020997375,True,False,False,False,False,1.0,4.301345897671697e-06,2.0,2.9860933762314604e-06,4.0,7.64667315741267e-06,2.0,2.735764457584034e-06
42382,ENSMUSG00000108420.2,Gm45141,1888.0,51.43008474576271,False,False,False,False,False,5.0,1.4389842467531203e-05,1.0,1.2808038579737963e-06,0.0,0.0,1.0,1.0234895722466415e-06
42383,ENSMUSG00000108421.2,Gm44718,359.0,32.590529247910865,True,False,False,False,False,1.0,2.8564953154842578e-06,0.0,0.0,0.0,0.0,0.0,0.0
42387,ENSMUSG00000108425.2,Gm44706,815.0,40.61349693251534,True,False,False,False,False,2.0,4.925398449183156e-06,0.0,0.0,0.0,0.0,0.0,0.0
42388,ENSMUSG00000108426.3,Or14p1,2234.0,35.00447627573858,False,True,False,False,False,1.0,3.4812696438122556e-06,2.0,3.492566053578297e-06,5.0,9.646221182634949e-06,4.0,5.980740036171034e-06
42389,ENSMUSG00000108427.2,Gm36696,438.0,48.63013698630137,True,False,False,False,False,0.0,0.0,6.0,8.967168722334227e-06,5.0,1.08870660477211e-05,8.0,1.0852134064498122e-05
42390,ENSMUSG00000108428.2,Gm45058,766.0,55.61357702349869,True,False,False,False,False,0.0,0.0,1.0,1.4139492473918528e-06,46.0,9.336985525038942e-05,32.0,4.5134853136163655e-05
42392,ENSMUSG00000108430.2,Gm36776,203.0,50.24630541871922,False,False,False,False,False,1.0,3.606875446491367e-06,0.0,0.0,0.0,0.0,0.0,0.0
42393,ENSMUSG00000108431.3,Gm42375,1318.4666666666667,52.6254323352434,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.0733269598879237e-06,0.0,0.0
42394,ENSMUSG00000108432.3,Gm44756,622.3333333333334,51.756561984154565,True,False,False,False,False,5.0,1.6302296003201995e-05,11.0,2.1832775295355476e-05,9.0,1.815784835520099e-05,13.0,1.8364558172531496e-05
42396,ENSMUSG00000108435.3,Gm45051,643.0,54.001298830730846,True,False,False,False,False,520.0,0.0016655777008535238,112.0,0.0001753989064946324,69.0,0.0001426648425738236,121.0,0.00016342604836012763
42397,ENSMUSG00000108436.2,Gm44851,2309.0,49.242096145517536,True,False,False,False,False,29.0,9.911259026129229e-05,0.0,0.0,9.0,2.104712858467998e-05,7.0,1.0662443891398533e-05
42398,ENSMUSG00000108437.2,Gm19366,156.0,44.871794871794876,False,False,False,False,False,0.0,0.0,0.0,0.0,2.0,3.646634408417181e-06,1.0,1.5943566109848904e-06
42399,ENSMUSG00000108438.2,Gm9278,553.0,41.952983725135624,False,False,False,False,False,1.0,2.5049437078951594e-06,1.0,2.119665034569203e-06,0.0,0.0,0.0,0.0
42400,ENSMUSG00000108440.2,Klk1b19-ps,696.0,51.00574712643679,False,False,False,False,False,2.0,4.618398866570688e-06,1.0,8.915307841202789e-07,0.0,0.0,1.0,2.042248609486383e-06
42401,ENSMUSG00000108441.3,Gm32846,785.2777777777778,45.40825246930038,True,False,False,False,False,6.0,2.1474546957678027e-05,12.0,2.185694282579254e-05,6.0,1.2948050088812667e-05,9.0,1.1993752000841641e-05
42402,ENSMUSG00000108442.2,Rpl15-ps5,605.0,52.72727272727272,False,False,False,True,False,67.0,0.00020881895351133458,3.0,5.238884190604301e-06,10.0,2.0140786384550034e-05,7.0,8.797254700526677e-06
42403,ENSMUSG00000108443.2,Gm44510,4532.0,43.42453662842012,False,False,False,False,False,2147.0,0.006750927886528028,0.0,0.0,0.0,0.0,0.0,0.0
42404,ENSMUSG00000108444.3,Klk2-ps,571.0,56.21716287215411,False,False,False,False,False,0.0,0.0,1.0,1.8922181483188376e-06,0.0,0.0,1.0,1.5007081046928622e-06
42406,ENSMUSG00000108446.2,Gm44997,1980.0,42.60687245195108,True,False,False,False,False,18.0,5.7652949723401454e-05,14.0,2.0047627977038655e-05,5.0,1.1298307567561529e-05,15.0,1.9866441300235455e-05
42407,ENSMUSG00000108447.2,Gm44567,2631.0,40.022805017103764,False,False,False,False,False,435.0,0.0014180691278586118,0.0,0.0,0.0,0.0,0.0,0.0
42408,ENSMUSG00000108448.4,Gm21269,2646.6666666666665,48.514762323530995,True,False,False,False,False,4.0,1.4004690399994485e-05,5.0,6.952295755256507e-06,6.0,9.362445020863892e-06,8.0,8.30938133634314e-06
42409,ENSMUSG00000108449.4,Gm44507,899.2424242424242,50.34708825532053,True,False,False,False,False,11.0,3.9026378772958204e-05,14.0,2.484601789009702e-05,10.0,1.817982399021482e-05,11.0,1.4059739474852291e-05
42412,ENSMUSG00000108452.2,4930413G21Rik,993.0,53.47432024169184,False,False,False,False,False,35.0,0.00011105697882285201,11.0,1.8360173718979198e-05,6.0,1.175072743909828e-05,14.0,1.815873010540267e-05
42414,ENSMUSG00000108455.2,Gm44745,2723.0,43.665075284612556,False,False,False,False,False,970.0,0.003203263157958791,0.0,0.0,0.0,0.0,0.0,0.0
42415,ENSMUSG00000108456.2,4732496C06Rik,2500.0,37.32,True,False,False,False,False,13.0,4.457967153479565e-05,7.0,1.311441558985869e-05,9.0,2.258539000733689e-05,13.0,1.9919221251511602e-05
42418,ENSMUSG00000108460.2,Gm39041,3902.0,48.30855971296771,False,False,False,False,False,152.0,0.00047745243544554817,0.0,0.0,0.0,0.0,0.0,0.0
42419,ENSMUSG00000108461.4,AV356131,654.0,55.806550085556346,True,False,False,False,False,393.0,0.0012034168001526257,54.0,9.499629723446021e-05,43.0,9.23608235250155e-05,63.0,9.169416234916816e-05
42421,ENSMUSG00000108464.6,Or5h24,1097.5,37.12857991009584,False,True,False,False,False,0.0,0.0,1.0,2.1143376516585056e-06,1.0,1.8344254337128593e-06,1.0,1.0282445576694596e-06
42422,ENSMUSG00000108465.2,Gm45110,1402.0,45.86305278174037,False,False,False,False,False,192.0,0.0005945702439849651,0.0,0.0,0.0,0.0,0.0,0.0
42424,ENSMUSG00000108467.2,Gm45211,2650.0,37.50943396226415,False,False,False,False,False,1.0,3.6390934234415934e-06,1.0,1.559041561582334e-06,1.0,2.025991968634165e-06,2.0,2.710936740744675e-06
42425,ENSMUSG00000108468.3,Gm30459,1343.0,45.66292802578394,True,False,False,False,False,14.0,4.3395787143716846e-05,18.0,2.99944024159005e-05,16.0,3.5698462878611094e-05,18.0,2.5167120502287705e-05
42426,ENSMUSG00000108469.2,Gm45054,342.0,48.24561403508772,True,False,False,False,False,5.0,1.5467017029670808e-05,4.0,6.319173833564857e-06,6.0,1.0838430272082808e-05,6.0,6.931639367579906e-06
42427,ENSMUSG00000108470.3,Gm4598,891.6666666666666,49.376459788853104,True,False,False,False,False,11.0,3.672551348162725e-05,12.0,1.6642383376526666e-05,23.0,5.089331546966544e-05,23.0,2.9295672538993798e-05
42428,ENSMUSG00000108471.2,Gm18855,570.0,43.859649122807014,False,False,False,False,False,0.0,0.0,1.0,1.0432510245486307e-06,0.0,0.0,0.0,0.0
